Geo Point;Geo Shape;NUMERO;TYPE;TYPE_TAMPON;ZSURF;Z_FE_ENTREE1
47.4797613827, -0.573773269;"{""coordinates"": [-0.573773269, 47.4797613827], ""type"": ""Point""}";1551452;BORGNE;;0;0
47.4797768174, -0.5738040599;"{""coordinates"": [-0.5738040599, 47.4797768174], ""type"": ""Point""}";1551451;SIMPLE;ROND;48.66;47.51
47.4792771584, -0.5746365205;"{""coordinates"": [-0.5746365205, 47.4792771584], ""type"": ""Point""}";1551450;BORGNE;;0;0
47.479039216, -0.5750395336;"{""coordinates"": [-0.5750395336, 47.479039216], ""type"": ""Point""}";1551444;SIMPLE;ROND;47.93;46.71
47.4790481767, -0.5749275079;"{""coordinates"": [-0.5749275079, 47.4790481767], ""type"": ""Point""}";1551442;SIMPLE;ROND;47.75;46.75
47.4794514558, -0.5746547682;"{""coordinates"": [-0.5746547682, 47.4794514558], ""type"": ""Point""}";1551440;BORGNE;;0;0
47.4791524469, -0.5752357623;"{""coordinates"": [-0.5752357623, 47.4791524469], ""type"": ""Point""}";1551439;SIMPLE;ROND;48.26;46.68
47.4793977106, -0.5747358864;"{""coordinates"": [-0.5747358864, 47.4793977106], ""type"": ""Point""}";1551438;SIMPLE;ROND;48.19;47.28
47.4793836592, -0.5758644278;"{""coordinates"": [-0.5758644278, 47.4793836592], ""type"": ""Point""}";1551437;SIMPLE;ROND;47.3;46.51
47.4793379617, -0.5758484655;"{""coordinates"": [-0.5758484655, 47.4793379617], ""type"": ""Point""}";1551436;BORGNE;;0;0
47.4791021984, -0.575422041;"{""coordinates"": [-0.575422041, 47.4791021984], ""type"": ""Point""}";1551433;SIMPLE;ROND;48.09;46.45
47.4786881459, -0.5764525638;"{""coordinates"": [-0.5764525638, 47.4786881459], ""type"": ""Point""}";1551430;SIMPLE;ROND;45.83;44.31
47.4798111311, -0.576113179;"{""coordinates"": [-0.576113179, 47.4798111311], ""type"": ""Point""}";1551429;SIMPLE;ROND;0;0
47.4797628173, -0.5759520012;"{""coordinates"": [-0.5759520012, 47.4797628173], ""type"": ""Point""}";1551428;SIMPLE;ROND;0;0
47.4798105301, -0.5760366345;"{""coordinates"": [-0.5760366345, 47.4798105301], ""type"": ""Point""}";1551425;SIMPLE;ROND;47.62;46.41
47.479418687, -0.5761842243;"{""coordinates"": [-0.5761842243, 47.479418687], ""type"": ""Point""}";1551424;SIMPLE;ROND;47.01;45.79
47.4793610231, -0.5758684811;"{""coordinates"": [-0.5758684811, 47.4793610231], ""type"": ""Point""}";1551423;SIMPLE;ROND;0;0
47.4798267962, -0.5739377213;"{""coordinates"": [-0.5739377213, 47.4798267962], ""type"": ""Point""}";1551422;SIMPLE;ROND;48.61;47.38
47.4793547709, -0.5745377513;"{""coordinates"": [-0.5745377513, 47.4793547709], ""type"": ""Point""}";1551421;SIMPLE;ROND;47.98;46.98
47.4796932517, -0.5741068386;"{""coordinates"": [-0.5741068386, 47.4796932517], ""type"": ""Point""}";1551420;SIMPLE;ROND;48.61;47.33
47.4796800626, -0.574082043;"{""coordinates"": [-0.574082043, 47.4796800626], ""type"": ""Point""}";1551419;BORGNE;;0;0
47.4742473087, -0.5750404226;"{""coordinates"": [-0.5750404226, 47.4742473087], ""type"": ""Point""}";1551418;BORGNE;;0;0
47.4742479142, -0.5751749955;"{""coordinates"": [-0.5751749955, 47.4742479142], ""type"": ""Point""}";1551417;SIMPLE;ROND;29.81;29.14
47.4779631935, -0.5705496371;"{""coordinates"": [-0.5705496371, 47.4779631935], ""type"": ""Point""}";1551413;SIMPLE;ROND;40.58;39.26
47.4780947268, -0.5704657813;"{""coordinates"": [-0.5704657813, 47.4780947268], ""type"": ""Point""}";1551412;SIMPLE;ROND;40.88;39.08
47.4779754929, -0.5704576272;"{""coordinates"": [-0.5704576272, 47.4779754929], ""type"": ""Point""}";1551411;SIMPLE;ROND;40.49;39.06
47.4779885042, -0.5703542431;"{""coordinates"": [-0.5703542431, 47.4779885042], ""type"": ""Point""}";1551410;BORGNE;;0;0
47.4805462686, -0.572924001;"{""coordinates"": [-0.572924001, 47.4805462686], ""type"": ""Point""}";1551409;SIMPLE;ROND;47.99;46.53
47.4806052337, -0.5728312768;"{""coordinates"": [-0.5728312768, 47.4806052337], ""type"": ""Point""}";1551408;SIMPLE;ROND;48.23;46.6
47.4804338835, -0.5686817125;"{""coordinates"": [-0.5686817125, 47.4804338835], ""type"": ""Point""}";1551407;SIMPLE;ROND;43.61;40.84
47.4806199448, -0.5681794097;"{""coordinates"": [-0.5681794097, 47.4806199448], ""type"": ""Point""}";1551406;SIMPLE;ROND;43.83;41.19
47.4738357711, -0.5727902215;"{""coordinates"": [-0.5727902215, 47.4738357711], ""type"": ""Point""}";1551405;SIMPLE;ROND;31.94;31.22
47.4715076457, -0.5672918386;"{""coordinates"": [-0.5672918386, 47.4715076457], ""type"": ""Point""}";1551403;SIMPLE;ROND;22.49;20.86
47.478184591, -0.5741737847;"{""coordinates"": [-0.5741737847, 47.478184591], ""type"": ""Point""}";1551401;SIMPLE;ROND;45.37;44.09
47.4788635922, -0.5747558269;"{""coordinates"": [-0.5747558269, 47.4788635922], ""type"": ""Point""}";1551400;SIMPLE;ROND;47.08;45.76
47.4788261042, -0.5651862554;"{""coordinates"": [-0.5651862554, 47.4788261042], ""type"": ""Point""}";1551399;SIMPLE;ROND;41.72;40.04
47.4789753467, -0.5652548529;"{""coordinates"": [-0.5652548529, 47.4789753467], ""type"": ""Point""}";1551398;SIMPLE;ROND;42.33;39.54
47.4748405209, -0.5715485119;"{""coordinates"": [-0.5715485119, 47.4748405209], ""type"": ""Point""}";1551397;BORGNE;;0;0
47.4749334253, -0.5714268702;"{""coordinates"": [-0.5714268702, 47.4749334253], ""type"": ""Point""}";1551394;BORGNE;;0;0
47.4762635842, -0.5661782056;"{""coordinates"": [-0.5661782056, 47.4762635842], ""type"": ""Point""}";1551392;BORGNE;;0;0
47.4865818794, -0.5441482279;"{""coordinates"": [-0.5441482279, 47.4865818794], ""type"": ""Point""}";1551391;BORGNE;;0;0
47.4884138636, -0.535980945;"{""coordinates"": [-0.535980945, 47.4884138636], ""type"": ""Point""}";1551389;BORGNE;;0;0
47.4820556772, -0.5259183104;"{""coordinates"": [-0.5259183104, 47.4820556772], ""type"": ""Point""}";1551388;BORGNE;;0;0
47.4844250216, -0.52687243;"{""coordinates"": [-0.52687243, 47.4844250216], ""type"": ""Point""}";1551387;BORGNE;;0;0
47.4862421898, -0.5270674544;"{""coordinates"": [-0.5270674544, 47.4862421898], ""type"": ""Point""}";1551386;BORGNE;;0;0
47.4862456474, -0.5271812555;"{""coordinates"": [-0.5271812555, 47.4862456474], ""type"": ""Point""}";1551385;BORGNE;;0;0
47.4876276819, -0.5221561749;"{""coordinates"": [-0.5221561749, 47.4876276819], ""type"": ""Point""}";1551382;BORGNE;;0;0
47.4833037072, -0.520180872;"{""coordinates"": [-0.520180872, 47.4833037072], ""type"": ""Point""}";1551380;BORGNE;;0;0
47.4841012061, -0.5186585892;"{""coordinates"": [-0.5186585892, 47.4841012061], ""type"": ""Point""}";1551378;BORGNE;;0;0
47.4846603833, -0.5175845653;"{""coordinates"": [-0.5175845653, 47.4846603833], ""type"": ""Point""}";1551377;SIMPLE;ROND;0;0
47.4847714355, -0.517373558;"{""coordinates"": [-0.517373558, 47.4847714355], ""type"": ""Point""}";1551376;BORGNE;;0;0
47.4825625358, -0.5164411179;"{""coordinates"": [-0.5164411179, 47.4825625358], ""type"": ""Point""}";1551374;BORGNE;;0;0
47.4871977713, -0.546731837;"{""coordinates"": [-0.546731837, 47.4871977713], ""type"": ""Point""}";1551368;BORGNE;;0;0
47.4855406449, -0.5462955124;"{""coordinates"": [-0.5462955124, 47.4855406449], ""type"": ""Point""}";1551367;BORGNE;;0;0
47.4868694669, -0.5271686563;"{""coordinates"": [-0.5271686563, 47.4868694669], ""type"": ""Point""}";1551364;BORGNE;;0;0
47.4893218723, -0.5371763068;"{""coordinates"": [-0.5371763068, 47.4893218723], ""type"": ""Point""}";1551363;BORGNE;;0;0
47.4854259552, -0.5156694416;"{""coordinates"": [-0.5156694416, 47.4854259552], ""type"": ""Point""}";1551360;BORGNE;;0;0
47.4874742891, -0.5306510136;"{""coordinates"": [-0.5306510136, 47.4874742891], ""type"": ""Point""}";1551356;BORGNE;;0;0
47.4868925215, -0.5158880118;"{""coordinates"": [-0.5158880118, 47.4868925215], ""type"": ""Point""}";1551354;BORGNE;;0;0
47.4839469265, -0.548945187;"{""coordinates"": [-0.548945187, 47.4839469265], ""type"": ""Point""}";1551350;BORGNE;;0;0
47.488758751, -0.5354474653;"{""coordinates"": [-0.5354474653, 47.488758751], ""type"": ""Point""}";1551349;SIMPLE;ROND;28.36;26.32
47.4872088101, -0.5452080191;"{""coordinates"": [-0.5452080191, 47.4872088101], ""type"": ""Point""}";1551346;BORGNE;;0;0
47.4854239356, -0.5464221384;"{""coordinates"": [-0.5464221384, 47.4854239356], ""type"": ""Point""}";1551342;BORGNE;;0;0
47.4841415203, -0.546473782;"{""coordinates"": [-0.546473782, 47.4841415203], ""type"": ""Point""}";1551340;BORGNE;;0;0
47.4856253425, -0.5470207225;"{""coordinates"": [-0.5470207225, 47.4856253425], ""type"": ""Point""}";1551336;BORGNE;;0;0
47.4863715525, -0.5271095262;"{""coordinates"": [-0.5271095262, 47.4863715525], ""type"": ""Point""}";1551331;BORGNE;;0;0
47.4863677319, -0.5271786107;"{""coordinates"": [-0.5271786107, 47.4863677319], ""type"": ""Point""}";1551330;BORGNE;;0;0
47.4892574269, -0.5371402621;"{""coordinates"": [-0.5371402621, 47.4892574269], ""type"": ""Point""}";1551325;BORGNE;;0;0
47.4889603605, -0.5323071627;"{""coordinates"": [-0.5323071627, 47.4889603605], ""type"": ""Point""}";1551323;BORGNE;;0;0
47.4893228298, -0.5371862008;"{""coordinates"": [-0.5371862008, 47.4893228298], ""type"": ""Point""}";1551322;BORGNE;;0;0
47.4892155258, -0.5370090127;"{""coordinates"": [-0.5370090127, 47.4892155258], ""type"": ""Point""}";1551321;BORGNE;;0;0
47.4891278923, -0.5368128119;"{""coordinates"": [-0.5368128119, 47.4891278923], ""type"": ""Point""}";1551319;BORGNE;;0;0
47.4888088985, -0.5362829097;"{""coordinates"": [-0.5362829097, 47.4888088985], ""type"": ""Point""}";1551317;BORGNE;;0;0
47.4901495076, -0.5355945941;"{""coordinates"": [-0.5355945941, 47.4901495076], ""type"": ""Point""}";1551315;BORGNE;;0;0
47.4900468314, -0.5353485042;"{""coordinates"": [-0.5353485042, 47.4900468314], ""type"": ""Point""}";1551314;SIMPLE;ROND;25.66;24.18
47.4844075911, -0.518085833;"{""coordinates"": [-0.518085833, 47.4844075911], ""type"": ""Point""}";1551313;BORGNE;;0;0
47.4844694783, -0.5179488737;"{""coordinates"": [-0.5179488737, 47.4844694783], ""type"": ""Point""}";1551312;SIMPLE;ROND;46.59;45.33
47.4844760319, -0.5179554181;"{""coordinates"": [-0.5179554181, 47.4844760319], ""type"": ""Point""}";1551311;BORGNE;;0;0
47.4884509748, -0.5457224688;"{""coordinates"": [-0.5457224688, 47.4884509748], ""type"": ""Point""}";1551310;BORGNE;;0;0
47.488301216, -0.545852208;"{""coordinates"": [-0.545852208, 47.488301216], ""type"": ""Point""}";1551309;BORGNE;;0;0
47.4880648771, -0.5460569263;"{""coordinates"": [-0.5460569263, 47.4880648771], ""type"": ""Point""}";1551307;BORGNE;;0;0
47.4878031967, -0.5462834614;"{""coordinates"": [-0.5462834614, 47.4878031967], ""type"": ""Point""}";1551305;BORGNE;;0;0
47.4877375038, -0.5460887156;"{""coordinates"": [-0.5460887156, 47.4877375038], ""type"": ""Point""}";1551304;BORGNE;;0;0
47.4872471941, -0.5466735045;"{""coordinates"": [-0.5466735045, 47.4872471941], ""type"": ""Point""}";1551303;BORGNE;;0;0
47.4866221207, -0.5469905129;"{""coordinates"": [-0.5469905129, 47.4866221207], ""type"": ""Point""}";1551302;BORGNE;;0;0
47.4835595739, -0.5285373914;"{""coordinates"": [-0.5285373914, 47.4835595739], ""type"": ""Point""}";1551300;BORGNE;;0;0
47.4826607855, -0.549522239;"{""coordinates"": [-0.549522239, 47.4826607855], ""type"": ""Point""}";1551299;BORGNE;;0;0
47.4865784678, -0.5441391001;"{""coordinates"": [-0.5441391001, 47.4865784678], ""type"": ""Point""}";1551298;BORGNE;;0;0
47.4861189009, -0.5445733221;"{""coordinates"": [-0.5445733221, 47.4861189009], ""type"": ""Point""}";1551295;BORGNE;;0;0
47.4875821305, -0.5413423132;"{""coordinates"": [-0.5413423132, 47.4875821305], ""type"": ""Point""}";1551293;BORGNE;;0;0
47.4885036539, -0.5445459808;"{""coordinates"": [-0.5445459808, 47.4885036539], ""type"": ""Point""}";1551291;BORGNE;;0;0
47.487880732, -0.5447344457;"{""coordinates"": [-0.5447344457, 47.487880732], ""type"": ""Point""}";1551290;SIMPLE;ROND;0;0
47.4872759888, -0.5451666789;"{""coordinates"": [-0.5451666789, 47.4872759888], ""type"": ""Point""}";1551288;BORGNE;;0;0
47.4855986766, -0.5471531003;"{""coordinates"": [-0.5471531003, 47.4855986766], ""type"": ""Point""}";1551287;BORGNE;;0;0
47.4854654693, -0.5466998751;"{""coordinates"": [-0.5466998751, 47.4854654693], ""type"": ""Point""}";1551286;BORGNE;;0;0
47.4850138476, -0.5456346781;"{""coordinates"": [-0.5456346781, 47.4850138476], ""type"": ""Point""}";1551285;BORGNE;;0;0
47.4858663305, -0.5480043823;"{""coordinates"": [-0.5480043823, 47.4858663305], ""type"": ""Point""}";1551284;SIMPLE;ROND;0;0
47.487540967, -0.5375350085;"{""coordinates"": [-0.5375350085, 47.487540967], ""type"": ""Point""}";1551280;BORGNE;;0;0
47.4891679631, -0.5345096487;"{""coordinates"": [-0.5345096487, 47.4891679631], ""type"": ""Point""}";1551278;BORGNE;;0;0
47.4874715007, -0.5100998803;"{""coordinates"": [-0.5100998803, 47.4874715007], ""type"": ""Point""}";1551275;BORGNE;;0;0
