Geo Point;Geo Shape;NUMERO;TYPE;TYPE_TAMPON;ZSURF;Z_FE_ENTREE1
47.5251948092, -0.7477834441;"{""coordinates"": [-0.7477834441, 47.5251948092], ""type"": ""Point""}";1080100;SIMPLE;ROND;62.621;62.011
47.5253330926, -0.7482065511;"{""coordinates"": [-0.7482065511, 47.5253330926], ""type"": ""Point""}";1080098;SIMPLE;ROND;0;0
47.5253615507, -0.7484063884;"{""coordinates"": [-0.7484063884, 47.5253615507], ""type"": ""Point""}";1080097;SIMPLE;ROND;62.26;61.5
47.5254127126, -0.7487308073;"{""coordinates"": [-0.7487308073, 47.5254127126], ""type"": ""Point""}";1080095;SIMPLE;ROND;62.069;61.369
47.5254957098, -0.7492563676;"{""coordinates"": [-0.7492563676, 47.5254957098], ""type"": ""Point""}";1080094;SIMPLE;ROND;61.68;60.95
47.5255607841, -0.7496848068;"{""coordinates"": [-0.7496848068, 47.5255607841], ""type"": ""Point""}";1080093;SIMPLE;ROND;61.447;60.717
47.5255648174, -0.7497131441;"{""coordinates"": [-0.7497131441, 47.5255648174], ""type"": ""Point""}";1080092;SIMPLE;ROND;61.512;60.702
47.5219251091, -0.744715838;"{""coordinates"": [-0.744715838, 47.5219251091], ""type"": ""Point""}";1080086;SIMPLE;ROND;53.078;50.568
47.5220655178, -0.744879165;"{""coordinates"": [-0.744879165, 47.5220655178], ""type"": ""Point""}";1080085;SIMPLE;ROND;53.049;51.549
47.5273033321, -0.7518884809;"{""coordinates"": [-0.7518884809, 47.5273033321], ""type"": ""Point""}";1080084;SIMPLE;ROND;65.638;65.028
47.5273279688, -0.7525442176;"{""coordinates"": [-0.7525442176, 47.5273279688], ""type"": ""Point""}";1080064;SIMPLE;ROND;66.096;65.036
47.5273512777, -0.7528192178;"{""coordinates"": [-0.7528192178, 47.5273512777], ""type"": ""Point""}";1080063;SIMPLE;ROND;66.198;64.938
47.5264946804, -0.7530061415;"{""coordinates"": [-0.7530061415, 47.5264946804], ""type"": ""Point""}";1080054;SIMPLE;ROND;64.427;63.487
47.5261728493, -0.7530668537;"{""coordinates"": [-0.7530668537, 47.5261728493], ""type"": ""Point""}";1080053;SIMPLE;ROND;62.05;61.53
47.5260877633, -0.7521457402;"{""coordinates"": [-0.7521457402, 47.5260877633], ""type"": ""Point""}";1080050;SIMPLE;ROND;61.929;61.339
47.5258918352, -0.7502584934;"{""coordinates"": [-0.7502584934, 47.5258918352], ""type"": ""Point""}";1080026;SIMPLE;ROND;61.537;61.087
47.525916874, -0.7501390152;"{""coordinates"": [-0.7501390152, 47.525916874], ""type"": ""Point""}";1080025;SIMPLE;ROND;61.726;61.326
47.5264756192, -0.7500257751;"{""coordinates"": [-0.7500257751, 47.5264756192], ""type"": ""Point""}";1080024;SIMPLE;ROND;62.957;62.097
47.5268076425, -0.75003942;"{""coordinates"": [-0.75003942, 47.5268076425], ""type"": ""Point""}";1080023;SIMPLE;ROND;63.884;62.864
47.5268336564, -0.75009803;"{""coordinates"": [-0.75009803, 47.5268336564], ""type"": ""Point""}";1080022;SIMPLE;ROND;63.952;62.912
47.5267845015, -0.7499921811;"{""coordinates"": [-0.7499921811, 47.5267845015], ""type"": ""Point""}";1080021;SIMPLE;ROND;63.873;62.813
47.5268785523, -0.7499715781;"{""coordinates"": [-0.7499715781, 47.5268785523], ""type"": ""Point""}";1080020;SIMPLE;ROND;64.09;63.1
47.5270215588, -0.7501351186;"{""coordinates"": [-0.7501351186, 47.5270215588], ""type"": ""Point""}";1080019;SIMPLE;ROND;64.19;63.15
47.5271693639, -0.7503061788;"{""coordinates"": [-0.7503061788, 47.5271693639], ""type"": ""Point""}";1080018;SIMPLE;ROND;64.515;63.485
47.5272268145, -0.7506059279;"{""coordinates"": [-0.7506059279, 47.5272268145], ""type"": ""Point""}";1080010;SIMPLE;ROND;64.89;64.51
47.5275193254, -0.7505412643;"{""coordinates"": [-0.7505412643, 47.5275193254], ""type"": ""Point""}";1080009;SIMPLE;ROND;65.865;64.805
47.5275590443, -0.75069923;"{""coordinates"": [-0.75069923, 47.5275590443], ""type"": ""Point""}";1080008;SIMPLE;ROND;66.083;64.933
47.5280740047, -0.751036136;"{""coordinates"": [-0.751036136, 47.5280740047], ""type"": ""Point""}";1080003;SIMPLE;ROND;67.706;67.126
47.5279644748, -0.7510564402;"{""coordinates"": [-0.7510564402, 47.5279644748], ""type"": ""Point""}";1080002;SIMPLE;ROND;67.357;67.037
47.5280718322, -0.7515553017;"{""coordinates"": [-0.7515553017, 47.5280718322], ""type"": ""Point""}";1079992;SIMPLE;ROND;67.75;67.2
47.5281162222, -0.7519965275;"{""coordinates"": [-0.7519965275, 47.5281162222], ""type"": ""Point""}";1079991;SIMPLE;ROND;68.274;67.604
47.5280695329, -0.7525969692;"{""coordinates"": [-0.7525969692, 47.5280695329], ""type"": ""Point""}";1079983;SIMPLE;ROND;68.256;67.826
47.5286550744, -0.7509675578;"{""coordinates"": [-0.7509675578, 47.5286550744], ""type"": ""Point""}";1079972;SIMPLE;CARRE;68.781;0
47.5286071011, -0.7507975705;"{""coordinates"": [-0.7507975705, 47.5286071011], ""type"": ""Point""}";1079971;SIMPLE;CARRE;68.66;67.7
47.5287407482, -0.751637867;"{""coordinates"": [-0.751637867, 47.5287407482], ""type"": ""Point""}";1079970;SIMPLE;GRILLE;69.476;68.976
47.5283180412, -0.7502869167;"{""coordinates"": [-0.7502869167, 47.5283180412], ""type"": ""Point""}";1079969;SIMPLE;ROND;67.398;66.728
47.5281149105, -0.7499504001;"{""coordinates"": [-0.7499504001, 47.5281149105], ""type"": ""Point""}";1079968;SIMPLE;ROND;66.426;65.706
47.5280716361, -0.7496993799;"{""coordinates"": [-0.7496993799, 47.5280716361], ""type"": ""Point""}";1079967;SIMPLE;CARRE;65.911;65.021
47.5278670719, -0.7495818734;"{""coordinates"": [-0.7495818734, 47.5278670719], ""type"": ""Point""}";1079966;SIMPLE;ROND;65.353;64.643
47.5276424949, -0.7492512914;"{""coordinates"": [-0.7492512914, 47.5276424949], ""type"": ""Point""}";1079964;SIMPLE;CARRE;64.655;63.985
47.5274397989, -0.748954035;"{""coordinates"": [-0.748954035, 47.5274397989], ""type"": ""Point""}";1079960;SIMPLE;ROND;64.09;63.19
47.5268459167, -0.7480017278;"{""coordinates"": [-0.7480017278, 47.5268459167], ""type"": ""Point""}";1079958;SIMPLE;ROND;62.93;61.23
47.5300714326, -0.7520176263;"{""coordinates"": [-0.7520176263, 47.5300714326], ""type"": ""Point""}";1079921;SIMPLE;ROND;68.003;67.133
47.5303224526, -0.7520549361;"{""coordinates"": [-0.7520549361, 47.5303224526], ""type"": ""Point""}";1079920;SIMPLE;ROND;67.468;66.868
47.5304028881, -0.7520432108;"{""coordinates"": [-0.7520432108, 47.5304028881], ""type"": ""Point""}";1079919;SIMPLE;ROND;67.463;66.893
47.5306080352, -0.7522841614;"{""coordinates"": [-0.7522841614, 47.5306080352], ""type"": ""Point""}";1079916;SIMPLE;ROND;66.912;65.872
47.5304420096, -0.7496972379;"{""coordinates"": [-0.7496972379, 47.5304420096], ""type"": ""Point""}";1079896;SIMPLE;ROND;67.699;66.719
47.5304252477, -0.7490785861;"{""coordinates"": [-0.7490785861, 47.5304252477], ""type"": ""Point""}";1079895;SIMPLE;ROND;67.908;66.308
47.5304021693, -0.7483797124;"{""coordinates"": [-0.7483797124, 47.5304021693], ""type"": ""Point""}";1079894;SIMPLE;ROND;68.15;64.95
47.5303828806, -0.7477360199;"{""coordinates"": [-0.7477360199, 47.5303828806], ""type"": ""Point""}";1079893;SIMPLE;ROND;68.32;65.16
47.5302823743, -0.7470808706;"{""coordinates"": [-0.7470808706, 47.5302823743], ""type"": ""Point""}";1079892;SIMPLE;ROND;67.39;65.22
47.5301228942, -0.7464614444;"{""coordinates"": [-0.7464614444, 47.5301228942], ""type"": ""Point""}";1079891;SIMPLE;ROND;67.08;65.32
47.529995903, -0.7459897744;"{""coordinates"": [-0.7459897744, 47.529995903], ""type"": ""Point""}";1079890;SIMPLE;ROND;67.05;65.44
47.5220264261, -0.7470685633;"{""coordinates"": [-0.7470685633, 47.5220264261], ""type"": ""Point""}";1079879;SIMPLE;ROND;54.674;52.864
47.5218814725, -0.7476370012;"{""coordinates"": [-0.7476370012, 47.5218814725], ""type"": ""Point""}";1079878;SIMPLE;ROND;55.2;53.27
47.5216457732, -0.748862515;"{""coordinates"": [-0.748862515, 47.5216457732], ""type"": ""Point""}";1079877;SIMPLE;ROND;54.832;53.382
47.5219576574, -0.7486503268;"{""coordinates"": [-0.7486503268, 47.5219576574], ""type"": ""Point""}";1079876;SIMPLE;ROND;55.804;53.534
47.5220998272, -0.7491172893;"{""coordinates"": [-0.7491172893, 47.5220998272], ""type"": ""Point""}";1079875;SIMPLE;ROND;55.974;53.974
47.5226810548, -0.7487245999;"{""coordinates"": [-0.7487245999, 47.5226810548], ""type"": ""Point""}";1079874;SIMPLE;ROND;57.295;54.835
47.5229188742, -0.7488746202;"{""coordinates"": [-0.7488746202, 47.5229188742], ""type"": ""Point""}";1079873;SIMPLE;ROND;57.022;55.222
47.5224897127, -0.7481827687;"{""coordinates"": [-0.7481827687, 47.5224897127], ""type"": ""Point""}";1079872;SIMPLE;ROND;56.949;55.699
47.5225382966, -0.7480202937;"{""coordinates"": [-0.7480202937, 47.5225382966], ""type"": ""Point""}";1079871;SIMPLE;ROND;56.894;55.354
47.5226691316, -0.7475373961;"{""coordinates"": [-0.7475373961, 47.5226691316], ""type"": ""Point""}";1079866;SIMPLE;ROND;56.525;55.485
47.5224376909, -0.7468962219;"{""coordinates"": [-0.7468962219, 47.5224376909], ""type"": ""Point""}";1079864;SIMPLE;ROND;55.354;53.384
47.5223939133, -0.7465938812;"{""coordinates"": [-0.7465938812, 47.5223939133], ""type"": ""Point""}";1079863;SIMPLE;ROND;54.936;53.296
47.5218769322, -0.7452465815;"{""coordinates"": [-0.7452465815, 47.5218769322], ""type"": ""Point""}";1079862;SIMPLE;ROND;53.557;52.447
47.5220282636, -0.7456813445;"{""coordinates"": [-0.7456813445, 47.5220282636], ""type"": ""Point""}";1079861;SIMPLE;ROND;53.912;52.512
47.5223032615, -0.7457235029;"{""coordinates"": [-0.7457235029, 47.5223032615], ""type"": ""Point""}";1079860;SIMPLE;ROND;53.919;52.599
47.5225524572, -0.745761579;"{""coordinates"": [-0.745761579, 47.5225524572], ""type"": ""Point""}";1079858;SIMPLE;ROND;54.262;52.762
47.5229476916, -0.7453502622;"{""coordinates"": [-0.7453502622, 47.5229476916], ""type"": ""Point""}";1079856;SIMPLE;ROND;54.671;53.081
47.522984231, -0.7448535166;"{""coordinates"": [-0.7448535166, 47.522984231], ""type"": ""Point""}";1079855;SIMPLE;ROND;54.906;53.266
47.5230581158, -0.7444631018;"{""coordinates"": [-0.7444631018, 47.5230581158], ""type"": ""Point""}";1079854;SIMPLE;ROND;55.073;0
47.523273293, -0.7442754281;"{""coordinates"": [-0.7442754281, 47.523273293], ""type"": ""Point""}";1079853;SIMPLE;ROND;55.436;54.036
47.5260227658, -0.7484571221;"{""coordinates"": [-0.7484571221, 47.5260227658], ""type"": ""Point""}";1079852;SIMPLE;ROND;62.781;61.941
47.5262075722, -0.748056582;"{""coordinates"": [-0.748056582, 47.5262075722], ""type"": ""Point""}";1079851;SIMPLE;ROND;63.119;62.359
47.5262817912, -0.7478727743;"{""coordinates"": [-0.7478727743, 47.5262817912], ""type"": ""Point""}";1079850;SIMPLE;ROND;62.932;62.112
47.5263681939, -0.7476436937;"{""coordinates"": [-0.7476436937, 47.5263681939], ""type"": ""Point""}";1079849;SIMPLE;ROND;62.954;61.924
47.5264380705, -0.7474549248;"{""coordinates"": [-0.7474549248, 47.5264380705], ""type"": ""Point""}";1079848;SIMPLE;ROND;62.53;61.83
47.5265958842, -0.7470369155;"{""coordinates"": [-0.7470369155, 47.5265958842], ""type"": ""Point""}";1079839;SIMPLE;ROND;62.148;61.378
47.5260124263, -0.746265395;"{""coordinates"": [-0.746265395, 47.5260124263], ""type"": ""Point""}";1079835;SIMPLE;ROND;62.54;61.52
47.5253658684, -0.7459430498;"{""coordinates"": [-0.7459430498, 47.5253658684], ""type"": ""Point""}";1079834;SIMPLE;ROND;63.965;62.795
47.525329609, -0.7462671389;"{""coordinates"": [-0.7462671389, 47.525329609], ""type"": ""Point""}";1079833;SIMPLE;ROND;64.101;62.921
47.5253269743, -0.7464734194;"{""coordinates"": [-0.7464734194, 47.5253269743], ""type"": ""Point""}";1079832;SIMPLE;ROND;63.959;62.759
47.5250694638, -0.7465557316;"{""coordinates"": [-0.7465557316, 47.5250694638], ""type"": ""Point""}";1079831;SIMPLE;ROND;63.49;62.47
47.5247135413, -0.7464348616;"{""coordinates"": [-0.7464348616, 47.5247135413], ""type"": ""Point""}";1079830;SIMPLE;ROND;62.94;61.76
47.524733298, -0.7464393153;"{""coordinates"": [-0.7464393153, 47.524733298], ""type"": ""Point""}";1079829;SIMPLE;ROND;62.896;61.716
47.5247625031, -0.7463273116;"{""coordinates"": [-0.7463273116, 47.5247625031], ""type"": ""Point""}";1079828;SIMPLE;ROND;63.056;61.806
47.5249223916, -0.7459396377;"{""coordinates"": [-0.7459396377, 47.5249223916], ""type"": ""Point""}";1079827;SIMPLE;ROND;63.434;61.354
47.525052039, -0.7458014926;"{""coordinates"": [-0.7458014926, 47.525052039], ""type"": ""Point""}";1079825;SIMPLE;ROND;63.607;62.237
47.5249937385, -0.7460415959;"{""coordinates"": [-0.7460415959, 47.5249937385], ""type"": ""Point""}";1079824;SIMPLE;ROND;63.504;62.284
47.5250608872, -0.7459341333;"{""coordinates"": [-0.7459341333, 47.5250608872], ""type"": ""Point""}";1079823;SIMPLE;ROND;63.617;62.347
47.525756672, -0.74365351;"{""coordinates"": [-0.74365351, 47.525756672], ""type"": ""Point""}";1079817;SIMPLE;ROND;59.881;57.301
47.5241945679, -0.7444319499;"{""coordinates"": [-0.7444319499, 47.5241945679], ""type"": ""Point""}";1079813;SIMPLE;ROND;57.976;57.086
47.523798167, -0.7439705627;"{""coordinates"": [-0.7439705627, 47.523798167], ""type"": ""Point""}";1079811;SIMPLE;ROND;56.466;55.616
47.5231528239, -0.7432241295;"{""coordinates"": [-0.7432241295, 47.5231528239], ""type"": ""Point""}";1079810;SIMPLE;ROND;54.42;53.66
47.5228085156, -0.7422635243;"{""coordinates"": [-0.7422635243, 47.5228085156], ""type"": ""Point""}";1079809;SIMPLE;ROND;53.073;51.883
47.5229491826, -0.7425079594;"{""coordinates"": [-0.7425079594, 47.5229491826], ""type"": ""Point""}";1079808;SIMPLE;ROND;53.576;52.416
47.5225242364, -0.7422576857;"{""coordinates"": [-0.7422576857, 47.5225242364], ""type"": ""Point""}";1079807;SIMPLE;ROND;52.468;50.958
47.5225301221, -0.7422344378;"{""coordinates"": [-0.7422344378, 47.5225301221], ""type"": ""Point""}";1079799;SIMPLE;ROND;52.485;51.185
47.5226944734, -0.7421812951;"{""coordinates"": [-0.7421812951, 47.5226944734], ""type"": ""Point""}";1079797;SIMPLE;ROND;52.61;51.31
47.5228137448, -0.7422549863;"{""coordinates"": [-0.7422549863, 47.5228137448], ""type"": ""Point""}";1079796;SIMPLE;ROND;53.061;51.911
47.5222871409, -0.7405441196;"{""coordinates"": [-0.7405441196, 47.5222871409], ""type"": ""Point""}";1079767;SIMPLE;ROND;0;0
47.5221929089, -0.7407818136;"{""coordinates"": [-0.7407818136, 47.5221929089], ""type"": ""Point""}";1079766;SIMPLE;ROND;51.46;51.04
47.5221963288, -0.7418555352;"{""coordinates"": [-0.7418555352, 47.5221963288], ""type"": ""Point""}";1079765;SIMPLE;ROND;52.048;50.858
47.5222870227, -0.7420192021;"{""coordinates"": [-0.7420192021, 47.5222870227], ""type"": ""Point""}";1079764;SIMPLE;ROND;52.251;51.031
47.5237733259, -0.7440980292;"{""coordinates"": [-0.7440980292, 47.5237733259], ""type"": ""Point""}";1079760;SIMPLE;ROND;56.458;55.588
47.5244846121, -0.7446850858;"{""coordinates"": [-0.7446850858, 47.5244846121], ""type"": ""Point""}";1079759;SIMPLE;ROND;59.825;58.155
47.524768458, -0.7451267023;"{""coordinates"": [-0.7451267023, 47.524768458], ""type"": ""Point""}";1079758;SIMPLE;ROND;62.154;59.914
47.5249462538, -0.7453784302;"{""coordinates"": [-0.7453784302, 47.5249462538], ""type"": ""Point""}";1079757;SIMPLE;ROND;62.937;61.907
47.5291016409, -0.7470474136;"{""coordinates"": [-0.7470474136, 47.5291016409], ""type"": ""Point""}";1079756;SIMPLE;ROND;65.719;64.139
47.5288180953, -0.7473383579;"{""coordinates"": [-0.7473383579, 47.5288180953], ""type"": ""Point""}";1079755;SIMPLE;ROND;65.41;64.01
47.5277643956, -0.7480388685;"{""coordinates"": [-0.7480388685, 47.5277643956], ""type"": ""Point""}";1079754;SIMPLE;ROND;63.789;61.809
47.528472707, -0.7487531842;"{""coordinates"": [-0.7487531842, 47.528472707], ""type"": ""Point""}";1079751;SIMPLE;ROND;65.15;63.27
47.5285215878, -0.7490757328;"{""coordinates"": [-0.7490757328, 47.5285215878], ""type"": ""Point""}";1079750;SIMPLE;ROND;66.02;63.42
47.529842914, -0.7493944007;"{""coordinates"": [-0.7493944007, 47.529842914], ""type"": ""Point""}";1079747;SIMPLE;ROND;67.09;64.73
47.5292370347, -0.7496698526;"{""coordinates"": [-0.7496698526, 47.5292370347], ""type"": ""Point""}";1079746;SIMPLE;ROND;67.094;66.474
47.5298219291, -0.7490252864;"{""coordinates"": [-0.7490252864, 47.5298219291], ""type"": ""Point""}";1079745;SIMPLE;ROND;66.34;64.31
47.5300774985, -0.7484975615;"{""coordinates"": [-0.7484975615, 47.5300774985], ""type"": ""Point""}";1079744;SIMPLE;ROND;67.123;64.473
47.5297498583, -0.7486153321;"{""coordinates"": [-0.7486153321, 47.5297498583], ""type"": ""Point""}";1079743;SIMPLE;ROND;65.95;64.08
47.5293449554, -0.7487552935;"{""coordinates"": [-0.7487552935, 47.5293449554], ""type"": ""Point""}";1079742;SIMPLE;ROND;65.53;63.84
47.5287746491, -0.7490001595;"{""coordinates"": [-0.7490001595, 47.5287746491], ""type"": ""Point""}";1079741;SIMPLE;ROND;65.15;63.57
47.5288875175, -0.7489241122;"{""coordinates"": [-0.7489241122, 47.5288875175], ""type"": ""Point""}";1079740;SIMPLE;ROND;65.06;63.62
47.5288060753, -0.7480423072;"{""coordinates"": [-0.7480423072, 47.5288060753], ""type"": ""Point""}";1079739;SIMPLE;ROND;64.53;63.04
47.529249177, -0.7478878907;"{""coordinates"": [-0.7478878907, 47.529249177], ""type"": ""Point""}";1079738;SIMPLE;ROND;65.31;63.41
47.5296553796, -0.7477466854;"{""coordinates"": [-0.7477466854, 47.5296553796], ""type"": ""Point""}";1079737;SIMPLE;ROND;65.7;63.83
47.5295516772, -0.7474206553;"{""coordinates"": [-0.7474206553, 47.5295516772], ""type"": ""Point""}";1079736;SIMPLE;ROND;65.34;63.87
47.5295154918, -0.7472396686;"{""coordinates"": [-0.7472396686, 47.5295154918], ""type"": ""Point""}";1079735;SIMPLE;ROND;65.43;64.01
47.5294220441, -0.746727826;"{""coordinates"": [-0.746727826, 47.5294220441], ""type"": ""Point""}";1079734;SIMPLE;ROND;65.951;64.651
47.5292425158, -0.7465462838;"{""coordinates"": [-0.7465462838, 47.5292425158], ""type"": ""Point""}";1079733;SIMPLE;ROND;66.196;64.456
47.5293841369, -0.7460470657;"{""coordinates"": [-0.7460470657, 47.5293841369], ""type"": ""Point""}";1079732;SIMPLE;ROND;66.626;65.106
47.5295482351, -0.7454599525;"{""coordinates"": [-0.7454599525, 47.5295482351], ""type"": ""Point""}";1079731;SIMPLE;ROND;67.158;65.518
47.5279801591, -0.7459555801;"{""coordinates"": [-0.7459555801, 47.5279801591], ""type"": ""Point""}";1079730;SIMPLE;ROND;62.962;62.022
47.5274571725, -0.7462020845;"{""coordinates"": [-0.7462020845, 47.5274571725], ""type"": ""Point""}";1079729;SIMPLE;ROND;62.076;61.466
47.5271239831, -0.746227203;"{""coordinates"": [-0.746227203, 47.5271239831], ""type"": ""Point""}";1079728;SIMPLE;ROND;61.85;59.45
47.5270990461, -0.7463242239;"{""coordinates"": [-0.7463242239, 47.5270990461], ""type"": ""Point""}";1079727;SIMPLE;ROND;61.85;59.45
47.5273095929, -0.7469211646;"{""coordinates"": [-0.7469211646, 47.5273095929], ""type"": ""Point""}";1079726;SIMPLE;ROND;62.517;61.017
47.5271653653, -0.7469979225;"{""coordinates"": [-0.7469979225, 47.5271653653], ""type"": ""Point""}";1079725;SIMPLE;ROND;62.277;60.037
47.5272526222, -0.7473034967;"{""coordinates"": [-0.7473034967, 47.5272526222], ""type"": ""Point""}";1079724;SIMPLE;ROND;62.561;0
47.5274518921, -0.7475954511;"{""coordinates"": [-0.7475954511, 47.5274518921], ""type"": ""Point""}";1079723;SIMPLE;ROND;62.876;0
47.5276566265, -0.7479021529;"{""coordinates"": [-0.7479021529, 47.5276566265], ""type"": ""Point""}";1079722;SIMPLE;ROND;63.192;0
47.5277354597, -0.7478759497;"{""coordinates"": [-0.7478759497, 47.5277354597], ""type"": ""Point""}";1079721;SIMPLE;ROND;63.364;0
47.5278311017, -0.747559102;"{""coordinates"": [-0.747559102, 47.5278311017], ""type"": ""Point""}";1079720;SIMPLE;ROND;63.54;0
47.5281864998, -0.7472100893;"{""coordinates"": [-0.7472100893, 47.5281864998], ""type"": ""Point""}";1079719;SIMPLE;ROND;63.812;62.272
47.5285530686, -0.7468803423;"{""coordinates"": [-0.7468803423, 47.5285530686], ""type"": ""Point""}";1079718;SIMPLE;ROND;65.281;62.651
47.5290288146, -0.7465049903;"{""coordinates"": [-0.7465049903, 47.5290288146], ""type"": ""Point""}";1079717;SIMPLE;ROND;66.372;0
47.5287923848, -0.7466592642;"{""coordinates"": [-0.7466592642, 47.5287923848], ""type"": ""Point""}";1079716;SIMPLE;ROND;66.234;62.894
47.5286432592, -0.7462343043;"{""coordinates"": [-0.7462343043, 47.5286432592], ""type"": ""Point""}";1079715;SIMPLE;ROND;66.382;64.002
47.5284813509, -0.7457924893;"{""coordinates"": [-0.7457924893, 47.5284813509], ""type"": ""Point""}";1079714;SIMPLE;ROND;65.3;63.83
47.5293196515, -0.7451220485;"{""coordinates"": [-0.7451220485, 47.5293196515], ""type"": ""Point""}";1079713;SIMPLE;ROND;67.473;65.673
47.529673587, -0.7431694372;"{""coordinates"": [-0.7431694372, 47.529673587], ""type"": ""Point""}";1079712;SIMPLE;ROND;68.216;66.576
47.5295569577, -0.7428584591;"{""coordinates"": [-0.7428584591, 47.5295569577], ""type"": ""Point""}";1079711;SIMPLE;ROND;67.441;65.941
47.5293844725, -0.7423897086;"{""coordinates"": [-0.7423897086, 47.5293844725], ""type"": ""Point""}";1079710;SIMPLE;ROND;66.556;65.126
47.5292080719, -0.741911112;"{""coordinates"": [-0.741911112, 47.5292080719], ""type"": ""Point""}";1079709;SIMPLE;ROND;65.856;64.506
47.5290032678, -0.7420789399;"{""coordinates"": [-0.7420789399, 47.5290032678], ""type"": ""Point""}";1079708;SIMPLE;ROND;65.815;64.415
47.5287256043, -0.7423054424;"{""coordinates"": [-0.7423054424, 47.5287256043], ""type"": ""Point""}";1079707;SIMPLE;ROND;65.591;63.831
47.5278366299, -0.7441877984;"{""coordinates"": [-0.7441877984, 47.5278366299], ""type"": ""Point""}";1079706;SIMPLE;ROND;62.658;0
47.5275017595, -0.7429721009;"{""coordinates"": [-0.7429721009, 47.5275017595], ""type"": ""Point""}";1079705;SIMPLE;ROND;60.079;58.909
47.527766543, -0.7427401774;"{""coordinates"": [-0.7427401774, 47.527766543], ""type"": ""Point""}";1079704;SIMPLE;ROND;61.125;59.405
47.5280731928, -0.7426169049;"{""coordinates"": [-0.7426169049, 47.5280731928], ""type"": ""Point""}";1079703;SIMPLE;ROND;63.025;61.115
47.5283558206, -0.742618109;"{""coordinates"": [-0.742618109, 47.5283558206], ""type"": ""Point""}";1079702;SIMPLE;ROND;64.615;0
47.5286652684, -0.7427254432;"{""coordinates"": [-0.7427254432, 47.5286652684], ""type"": ""Point""}";1079701;SIMPLE;ROND;65.948;64.438
47.5288341183, -0.7430783936;"{""coordinates"": [-0.7430783936, 47.5288341183], ""type"": ""Point""}";1079700;SIMPLE;ROND;66.493;64.743
47.528983305, -0.7434545548;"{""coordinates"": [-0.7434545548, 47.528983305], ""type"": ""Point""}";1079699;SIMPLE;ROND;67.017;65.377
47.5289797997, -0.7439269656;"{""coordinates"": [-0.7439269656, 47.5289797997], ""type"": ""Point""}";1079698;SIMPLE;ROND;67.365;65.795
47.5286004071, -0.7444443597;"{""coordinates"": [-0.7444443597, 47.5286004071], ""type"": ""Point""}";1079697;SIMPLE;ROND;66.901;0
47.528517412, -0.7444989927;"{""coordinates"": [-0.7444989927, 47.528517412], ""type"": ""Point""}";1079696;SIMPLE;ROND;65.89;64.72
47.5280189072, -0.7449321814;"{""coordinates"": [-0.7449321814, 47.5280189072], ""type"": ""Point""}";1079695;SIMPLE;ROND;63.74;62.44
47.5279178811, -0.7455876853;"{""coordinates"": [-0.7455876853, 47.5279178811], ""type"": ""Point""}";1079694;SIMPLE;ROND;62.99;60.59
47.5278799357, -0.7452580725;"{""coordinates"": [-0.7452580725, 47.5278799357], ""type"": ""Point""}";1079693;SIMPLE;ROND;63.08;60.49
47.5276156976, -0.745247916;"{""coordinates"": [-0.745247916, 47.5276156976], ""type"": ""Point""}";1079692;SIMPLE;ROND;62.15;60.33
47.5273960062, -0.7450079743;"{""coordinates"": [-0.7450079743, 47.5273960062], ""type"": ""Point""}";1079691;SIMPLE;ROND;61.45;59.83
47.5272981693, -0.7446591116;"{""coordinates"": [-0.7446591116, 47.5272981693], ""type"": ""Point""}";1079690;SIMPLE;ROND;60.99;59.51
47.5272362377, -0.7442637269;"{""coordinates"": [-0.7442637269, 47.5272362377], ""type"": ""Point""}";1079689;SIMPLE;ROND;60.52;
47.5272162075, -0.7438646543;"{""coordinates"": [-0.7438646543, 47.5272162075], ""type"": ""Point""}";1079688;SIMPLE;ROND;60.05;58.57
47.5272245464, -0.7434598739;"{""coordinates"": [-0.7434598739, 47.5272245464], ""type"": ""Point""}";1079687;SIMPLE;ROND;59.56;58.13
47.5270425167, -0.743196941;"{""coordinates"": [-0.743196941, 47.5270425167], ""type"": ""Point""}";1079684;SIMPLE;ROND;59.689;57.859
47.527104914, -0.7432472143;"{""coordinates"": [-0.7432472143, 47.527104914], ""type"": ""Point""}";1079683;SIMPLE;ROND;59.573;57.943
47.5271423086, -0.7432659415;"{""coordinates"": [-0.7432659415, 47.5271423086], ""type"": ""Point""}";1079682;SIMPLE;ROND;59.307;58.167
47.5270911947, -0.7432370721;"{""coordinates"": [-0.7432370721, 47.5270911947], ""type"": ""Point""}";1079681;SIMPLE;ROND;59.59;58.11
47.5273312306, -0.7432132025;"{""coordinates"": [-0.7432132025, 47.5273312306], ""type"": ""Point""}";1079680;SIMPLE;ROND;59.605;58.665
47.5275684454, -0.7434237944;"{""coordinates"": [-0.7434237944, 47.5275684454], ""type"": ""Point""}";1079679;SIMPLE;ROND;60.659;59.699
47.5278592516, -0.7436868331;"{""coordinates"": [-0.7436868331, 47.5278592516], ""type"": ""Point""}";1079678;SIMPLE;ROND;62.592;0
47.4966973985, -0.4258117637;"{""coordinates"": [-0.4258117637, 47.4966973985], ""type"": ""Point""}";1066918;BORGNE;;0;0
47.4935097009, -0.4231555456;"{""coordinates"": [-0.4231555456, 47.4935097009], ""type"": ""Point""}";1066917;BORGNE;;0;0
47.4945027202, -0.4303657398;"{""coordinates"": [-0.4303657398, 47.4945027202], ""type"": ""Point""}";1066880;SIMPLE;ROND;37.608;37.148
