Geo Point;Geo Shape;NUMERO;TYPE;TYPE_RES;DIAMETRE;MATERIAU;LONGUEUR;ZAMONT;ZAVAL
47.497671679999996, -0.42687206499999997;"{""coordinates"": [[-0.42688439, 47.49766812], [-0.42685974, 47.49767524]], ""type"": ""LineString""}";1065345;C;CANALISATION;0;NC;2.02;0;0
47.49820974, -0.42671816500000004;"{""coordinates"": [[-0.42672996, 47.49814862], [-0.42670637, 47.49827086]], ""type"": ""LineString""}";1065346;C;CANALISATION;400;BETON;13.7;35.339;35.21
47.4980932, -0.42658124;"{""coordinates"": [[-0.42643252, 47.49803778], [-0.42672996, 47.49814862]], ""type"": ""LineString""}";1065347;C;CANALISATION;300;BETON;25.57;35.4;35.339
47.49830236, -0.42666124;"{""coordinates"": [[-0.4266362, 47.49832408], [-0.42668628, 47.49828064]], ""type"": ""LineString""}";1065348;C;CANALISATION;300;NC;6.13;0;0
47.49834183, -0.426824015;"{""coordinates"": [[-0.42670637, 47.49827086], [-0.42694166, 47.4984128]], ""type"": ""LineString""}";1065349;C;CANALISATION;400;NC;23.74;35.21;35.12
47.498607359999994, -0.42677021499999995;"{""coordinates"": [[-0.42689456, 47.49851053], [-0.42664587, 47.49870419]], ""type"": ""LineString""}";1065350;C;CANALISATION;400;NC;28.53;35.07;34.96
47.49866005, -0.426824305;"{""coordinates"": [[-0.4269401, 47.49858202], [-0.42670851, 47.49873808]], ""type"": ""LineString""}";1065351;C;CANALISATION;400;NC;24.6;35.03;0
47.49857748, -0.4269323;"{""coordinates"": [[-0.4269245, 47.49857294], [-0.4269401, 47.49858202]], ""type"": ""LineString""}";1065352;C;CANALISATION;0;NC;1.55;0;35.03
47.498884445, -0.42638928;"{""coordinates"": [[-0.42641206, 47.49890398], [-0.4263665, 47.49886491]], ""type"": ""LineString""}";1065353;C;CANALISATION;0;NC;5.53;0;0
47.500056945, -0.431246335;"{""coordinates"": [[-0.43112112, 47.49997995], [-0.43137155, 47.50013394]], ""type"": ""LineString""}";1065355;C;CANALISATION;300;BETON;25.17;36.02;35.23
47.499451820000004, -0.43029453500000003;"{""coordinates"": [[-0.43029503, 47.49945635], [-0.43029404, 47.49944729]], ""type"": ""LineString""}";1065360;C;CANALISATION;300;NC;1.02;0;35.72
47.49942537, -0.43024539500000003;"{""coordinates"": [[-0.43023179, 47.49943176], [-0.430259, 47.49941898]], ""type"": ""LineString""}";1065361;C;CANALISATION;0;NC;2.49;0;0
47.498766185, -0.42990106;"{""coordinates"": [[-0.43007423, 47.49860992], [-0.42972789, 47.49892245]], ""type"": ""LineString""}";1065362;C;CANALISATION;300;NC;43.46;0;35.9
47.498959495, -0.429718925;"{""coordinates"": [[-0.42972789, 47.49892245], [-0.42970996, 47.49899654]], ""type"": ""LineString""}";1065363;C;CANALISATION;300;NC;8.34;35.9;0
47.499674035, -0.42870052;"{""coordinates"": [[-0.42869778, 47.49965935], [-0.42870326, 47.49968872]], ""type"": ""LineString""}";1065364;C;CANALISATION;0;NC;3.29;0;35.18
47.49971486, -0.42881601999999996;"{""coordinates"": [[-0.42870326, 47.49968872], [-0.42892878, 47.499741]], ""type"": ""LineString""}";1065365;C;CANALISATION;300;NC;17.96;35.18;35.09
47.499684990000006, -0.428690865;"{""coordinates"": [[-0.42867847, 47.49968126], [-0.42870326, 47.49968872]], ""type"": ""LineString""}";1065366;C;CANALISATION;200;NC;2.04;0;35.18
47.49902996, -0.429763935;"{""coordinates"": [[-0.42981791, 47.49906338], [-0.42970996, 47.49899654]], ""type"": ""LineString""}";1065367;C;CANALISATION;300;NC;11.02;35.62;0
47.499218995, -0.42941963;"{""coordinates"": [[-0.42939061, 47.49920068], [-0.42944865, 47.49923731]], ""type"": ""LineString""}";1065368;C;CANALISATION;0;NC;5.97;0;0
47.499808455, -0.42882638999999995;"{""coordinates"": [[-0.42878755, 47.49979642], [-0.42886523, 47.49982049]], ""type"": ""LineString""}";1065369;C;CANALISATION;0;NC;6.43;0;0
47.49904241, -0.428859385;"{""coordinates"": [[-0.42883247, 47.49902367], [-0.4288863, 47.49906115]], ""type"": ""LineString""}";1065370;C;CANALISATION;0;NC;5.81;35.98;0
47.499005100000005, -0.428804365;"{""coordinates"": [[-0.42883247, 47.49902367], [-0.42877626, 47.49898653]], ""type"": ""LineString""}";1065371;C;CANALISATION;0;NC;5.92;35.98;0
47.49903469, -0.428819165;"{""coordinates"": [[-0.42883247, 47.49902367], [-0.42880586, 47.49904571]], ""type"": ""LineString""}";1065372;C;CANALISATION;0;NC;3.17;35.98;0
47.495792995, -0.42285369500000003;"{""coordinates"": [[-0.42286836, 47.4957958], [-0.42283903, 47.49579019]], ""type"": ""LineString""}";1065373;C;CANALISATION;0;NC;2.29;0;34.11
47.49509641, -0.42300982;"{""coordinates"": [[-0.4230252, 47.49509699], [-0.42299444, 47.49509583]], ""type"": ""LineString""}";1065374;C;CANALISATION;0;NC;2.32;0;0
47.495386005, -0.422944545;"{""coordinates"": [[-0.42295966, 47.49538659], [-0.42292943, 47.49538542]], ""type"": ""LineString""}";1065375;C;CANALISATION;0;NC;2.28;0;0
47.494493805000005, -0.422077235;"{""coordinates"": [[-0.42206609, 47.49448572], [-0.42208838, 47.49450189]], ""type"": ""LineString""}";1065376;C;CANALISATION;0;NC;2.46;0;0
47.494986865, -0.42182541;"{""coordinates"": [[-0.42181885, 47.49499021], [-0.42183197, 47.49498352]], ""type"": ""LineString""}";1065377;C;CANALISATION;0;NC;1.24;0;33.54
47.495233635, -0.42209174000000005;"{""coordinates"": [[-0.42234479, 47.49547225], [-0.42183869, 47.49499502]], ""type"": ""LineString""}";1065378;C;CANALISATION;400;NC;65.33;33.45;33.2
47.495192595000006, -0.42201689;"{""coordinates"": [[-0.4219955, 47.49520178], [-0.42203828, 47.49518341]], ""type"": ""LineString""}";1065379;C;CANALISATION;0;NC;3.81;0;0
47.49550325, -0.42226927499999994;"{""coordinates"": [[-0.42219376, 47.49553425], [-0.42234479, 47.49547225]], ""type"": ""LineString""}";1065380;C;CANALISATION;300;NC;13.3;0;33.49
47.49540824, -0.42225949;"{""coordinates"": [[-0.42224377, 47.49541375], [-0.42227521, 47.49540273]], ""type"": ""LineString""}";1065381;C;CANALISATION;0;NC;2.66;0;0
47.494822944999996, -0.42307175500000005;"{""coordinates"": [[-0.42308767, 47.4948236], [-0.42305584, 47.49482229]], ""type"": ""LineString""}";1065382;C;CANALISATION;0;NC;2.4;0;0
47.49457865, -0.423145665;"{""coordinates"": [[-0.42316206, 47.49458055], [-0.42312927, 47.49457675]], ""type"": ""LineString""}";1065383;C;CANALISATION;0;NC;2.51;0;0
47.494171415, -0.4233010550000001;"{""coordinates"": [[-0.42331932, 47.49417452], [-0.42328279, 47.49416831]], ""type"": ""LineString""}";1065384;C;CANALISATION;0;NC;2.84;0;33.54
47.49352442499999, -0.4231402899999999;"{""coordinates"": [[-0.42312503, 47.49353915], [-0.42315555, 47.4935097]], ""type"": ""LineString""}";1065385;C;CANALISATION;0;NC;4;0;0
47.49356497, -0.42268651999999995;"{""coordinates"": [[-0.42285393, 47.49338935], [-0.42251911, 47.49374059]], ""type"": ""LineString""}";1065387;C;CANALISATION;400;NC;46.49;33.48;33.08
47.4937799, -0.423498575;"{""coordinates"": [[-0.4234934, 47.49377798], [-0.42350375, 47.49378182]], ""type"": ""LineString""}";1065388;C;CANALISATION;0;NC;0.89;0;0
47.49583778, -0.425425135;"{""coordinates"": [[-0.42566441, 47.49573822], [-0.42518586, 47.49593734]], ""type"": ""LineString""}";1065390;C;CANALISATION;315;PVC;42.55;35.18;35.05
47.491323145, -0.423782355;"{""coordinates"": [[-0.42386573, 47.49132963], [-0.42369898, 47.49131666]], ""type"": ""LineString""}";1065392;C;CANALISATION;400;NC;11.52;0;33.92
47.502449045, -0.4323883;"{""coordinates"": [[-0.43241722, 47.50246169], [-0.43235938, 47.5024364]], ""type"": ""LineString""}";1065393;C;CANALISATION;0;NC;5.18;0;34.72
47.50220482500001, -0.431842905;"{""coordinates"": [[-0.43184765, 47.50220122], [-0.43183816, 47.50220843]], ""type"": ""LineString""}";1065394;C;CANALISATION;0;NC;1.07;0;34.59
47.50197085, -0.43122217500000004;"{""coordinates"": [[-0.43123829, 47.50194993], [-0.43120606, 47.50199177]], ""type"": ""LineString""}";1065395;C;CANALISATION;0;NC;5.25;34.2;0
47.501594940000004, -0.43054530499999993;"{""coordinates"": [[-0.43053087, 47.50161216], [-0.43055974, 47.50157772]], ""type"": ""LineString""}";1065396;C;CANALISATION;0;NC;4.41;34.78;0
47.501840415000004, -0.43000088999999997;"{""coordinates"": [[-0.42996378, 47.5018295], [-0.430038, 47.50185133]], ""type"": ""LineString""}";1065398;C;CANALISATION;0;NC;6.1;0;0
47.50202546, -0.42989859500000005;"{""coordinates"": [[-0.42986148, 47.5020145], [-0.42993571, 47.50203642]], ""type"": ""LineString""}";1065399;C;CANALISATION;0;NC;6.1;0;0
47.500885855, -0.43156447000000003;"{""coordinates"": [[-0.43152463, 47.50089433], [-0.43160431, 47.50087738]], ""type"": ""LineString""}";1065400;C;CANALISATION;0;NC;6.29;0;35.39
47.501370485, -0.430980265;"{""coordinates"": [[-0.43098553, 47.50137177], [-0.430975, 47.5013692]], ""type"": ""LineString""}";1065401;C;CANALISATION;0;NC;0.85;0;34.99
47.50117291499999, -0.43124058499999995;"{""coordinates"": [[-0.43124607, 47.50117451], [-0.4312351, 47.50117132]], ""type"": ""LineString""}";1065402;C;CANALISATION;0;NC;0.89;0;35.04
47.500684805, -0.431750955;"{""coordinates"": [[-0.43178283, 47.50063222], [-0.43171908, 47.50073739]], ""type"": ""LineString""}";1065403;C;CANALISATION;300;NC;12.64;35.61;0
47.502240445, -0.4321091449999999;"{""coordinates"": [[-0.43211841, 47.50224395], [-0.43209988, 47.50223694]], ""type"": ""LineString""}";1065404;C;CANALISATION;200;PVC;1.6;0;34.59
47.500637225, -0.43067018;"{""coordinates"": [[-0.43062428, 47.50070607], [-0.43071608, 47.50056838]], ""type"": ""LineString""}";1065405;C;CANALISATION;300;NC;16.8;36.04;35.91
47.500532844999995, -0.43087275;"{""coordinates"": [[-0.43088021, 47.50053415], [-0.43086529, 47.50053154]], ""type"": ""LineString""}";1065406;C;CANALISATION;0;NC;1.16;0;36.17
47.500505535, -0.4307858850000001;"{""coordinates"": [[-0.43086529, 47.50053154], [-0.43070648, 47.50047953]], ""type"": ""LineString""}";1065407;C;CANALISATION;300;NC;13.29;36.17;35.98
47.500545155, -0.430647685;"{""coordinates"": [[-0.43071608, 47.50056838], [-0.43057929, 47.50052193]], ""type"": ""LineString""}";1065408;C;CANALISATION;300;NC;11.52;35.91;35.82
47.500565025, -0.4307199849999999;"{""coordinates"": [[-0.43072389, 47.50056167], [-0.43071608, 47.50056838]], ""type"": ""LineString""}";1065411;C;CANALISATION;0;NC;0.95;35.91;35.91
47.500490830000004, -0.42994990999999994;"{""coordinates"": [[-0.42995237, 47.50047131], [-0.42994745, 47.50051035]], ""type"": ""LineString""}";1065412;C;CANALISATION;300;NC;4.36;0;35.75
47.500502260000005, -0.42949979;"{""coordinates"": [[-0.42950452, 47.5004901], [-0.42949506, 47.50051442]], ""type"": ""LineString""}";1065413;C;CANALISATION;400;NC;2.8;35.26;35.25
47.500482004999995, -0.42950419500000003;"{""coordinates"": [[-0.42950387, 47.50047391], [-0.42950452, 47.5004901]], ""type"": ""LineString""}";1065414;C;CANALISATION;0;NC;1.8;0;35.26
47.50048151, -0.429504165;"{""coordinates"": [[-0.42950381, 47.50047292], [-0.42950452, 47.5004901]], ""type"": ""LineString""}";1065415;C;CANALISATION;0;NC;1.91;0;35.26
47.494784915, -0.44076061;"{""coordinates"": [[-0.44074077, 47.4948334], [-0.44078045, 47.49473643]], ""type"": ""LineString""}";1065416;C;CANALISATION;600;BA;11.17;0;29.41
47.494734095, -0.43831872;"{""coordinates"": [[-0.43792791, 47.49470881], [-0.43870953, 47.49475938]], ""type"": ""LineString""}";1065417;C;CANALISATION;1000;BETON;59.16;0;29.58
47.494594925, -0.4373635699999999;"{""coordinates"": [[-0.43739617, 47.49451882], [-0.43733097, 47.49467103]], ""type"": ""LineString""}";1065418;C;CANALISATION;500;BETON;17.62;30.648;30.522
47.49396604500001, -0.437328145;"{""coordinates"": [[-0.43732567, 47.49398827], [-0.43733062, 47.49394382]], ""type"": ""LineString""}";1065419;C;CANALISATION;0;NC;4.95;0;0
47.493889325, -0.439149585;"{""coordinates"": [[-0.43915337, 47.49386166], [-0.4391458, 47.49391699]], ""type"": ""LineString""}";1065420;C;CANALISATION;300;BETON;6.26;0;30.385
47.492769980000006, -0.440622905;"{""coordinates"": [[-0.44030078, 47.49397281], [-0.44094503, 47.49156715]], ""type"": ""LineString""}";1065421;C;FOSSE BUSE;0;NC;271.83;29.03;0
47.49503149338061, -0.4425119888378594;"{""coordinates"": [[-0.44231806, 47.49502789], [-0.44251542, 47.49503326], [-0.44270595, 47.49503163]], ""type"": ""LineString""}";1065422;C;CANALISATION;300;BA;29.05;0;29.431
47.495438705, -0.438045145;"{""coordinates"": [[-0.43797231, 47.49544938], [-0.43811798, 47.49542803]], ""type"": ""LineString""}";1065423;C;CANALISATION;400;BA;11.23;31.634;31.357
47.49349868, -0.43919733;"{""coordinates"": [[-0.43919599, 47.49349026], [-0.43919867, 47.4935071]], ""type"": ""LineString""}";1065424;C;CANALISATION;0;NC;1.88;0;30.76
47.494247535, -0.44121868500000005;"{""coordinates"": [[-0.4412107, 47.49428316], [-0.44122667, 47.49421191]], ""type"": ""LineString""}";1065425;DALOT;CANALISATION;1200;BETON;8.94;0;29.519
47.49398187, -0.44040166499999994;"{""coordinates"": [[-0.44050255, 47.49399093], [-0.44030078, 47.49397281]], ""type"": ""LineString""}";1065426;C;CANALISATION;600;BETON;15.33;29.107;29.03
47.5006212, -0.425697175;"{""coordinates"": [[-0.42565319, 47.50059122], [-0.42574116, 47.50065118]], ""type"": ""LineString""}";1065427;C;CANALISATION;300;NC;9.4;0;35.21
47.50038874, -0.427656265;"{""coordinates"": [[-0.42762784, 47.50037653], [-0.42768469, 47.50040095]], ""type"": ""LineString""}";1065428;C;CANALISATION;300;NC;5.07;0;34.73
47.500342935, -0.427675225;"{""coordinates"": [[-0.42767613, 47.5003281], [-0.42767432, 47.50035777]], ""type"": ""LineString""}";1065429;C;CANALISATION;0;NC;3.31;0;0
47.500397840000005, -0.42803683000000003;"{""coordinates"": [[-0.42767432, 47.50035777], [-0.42839934, 47.50043791]], ""type"": ""LineString""}";1065430;C;CANALISATION;400;NC;55.34;0;34.82
47.50025121, -0.42696740499999997;"{""coordinates"": [[-0.42696478, 47.5002661], [-0.42697003, 47.50023632]], ""type"": ""LineString""}";1065431;C;CANALISATION;0;NC;3.03;0;35.28
47.50022643, -0.426983275;"{""coordinates"": [[-0.42699652, 47.50021654], [-0.42697003, 47.50023632]], ""type"": ""LineString""}";1065432;C;CANALISATION;0;NC;3.36;0;35.46
47.49976212, -0.42515432;"{""coordinates"": [[-0.42518108, 47.49974035], [-0.42512756, 47.49978389]], ""type"": ""LineString""}";1065433;C;CANALISATION;500;NC;6.3;0;34.05
47.499773430000005, -0.42519948999999996;"{""coordinates"": [[-0.42527142, 47.49976297], [-0.42512756, 47.49978389]], ""type"": ""LineString""}";1065434;C;CANALISATION;0;NC;11.08;0;34.63
47.499830935000006, -0.42506981000000005;"{""coordinates"": [[-0.42512756, 47.49978389], [-0.42501206, 47.49987798]], ""type"": ""LineString""}";1065435;C;CANALISATION;500;NC;13.6;34.05;0
47.49403636499999, -0.44049759;"{""coordinates"": [[-0.44049263, 47.4940818], [-0.44050255, 47.49399093]], ""type"": ""LineString""}";1065436;DALOT;CANALISATION;1200;BETON;10.13;29.82;29.107
47.494126355, -0.44056260999999997;"{""coordinates"": [[-0.44063259, 47.49417091], [-0.44049263, 47.4940818]], ""type"": ""LineString""}";1065438;C;CANALISATION;800;BETON;14.48;29.647;29.82
47.49901965, -0.435039865;"{""coordinates"": [[-0.43512056, 47.49894761], [-0.43495917, 47.49909169]], ""type"": ""LineString""}";1065439;C;CANALISATION;300;NC;20.11;33.77;33.68
47.498782735, -0.43515307000000003;"{""coordinates"": [[-0.43515382, 47.49879023], [-0.43515232, 47.49877524]], ""type"": ""LineString""}";1065440;C;CANALISATION;400;NC;1.67;0;0
47.50057597, -0.43178517;"{""coordinates"": [[-0.43178751, 47.50051972], [-0.43178283, 47.50063222]], ""type"": ""LineString""}";1065441;C;CANALISATION;300;NC;13.79;0;35.61
47.501782485, -0.430076535;"{""coordinates"": [[-0.43015619, 47.50164075], [-0.42999688, 47.50192422]], ""type"": ""LineString""}";1065442;C;CANALISATION;315;PVC;33.72;34.853;34.757
47.50162049, -0.43052623;"{""coordinates"": [[-0.43052159, 47.50162882], [-0.43053087, 47.50161216]], ""type"": ""LineString""}";1065443;C;CANALISATION;0;NC;1.97;0;34.78
47.5026911, -0.432967245;"{""coordinates"": [[-0.43298208, 47.50269656], [-0.43295241, 47.50268564]], ""type"": ""LineString""}";1065444;C;CANALISATION;0;NC;2.54;0;34.94
47.499980234999995, -0.42713496999999995;"{""coordinates"": [[-0.42729991, 47.49972415], [-0.42697003, 47.50023632]], ""type"": ""LineString""}";1065445;C;CANALISATION;400;BETON;62.13;35.31;35.2
47.50084510000001, -0.42640809;"{""coordinates"": [[-0.42639469, 47.50086292], [-0.42642149, 47.50082728]], ""type"": ""LineString""}";1065446;C;CANALISATION;0;NC;4.45;0;34.59
47.50081863, -0.426420135;"{""coordinates"": [[-0.42641878, 47.50080998], [-0.42642149, 47.50082728]], ""type"": ""LineString""}";1065447;C;CANALISATION;0;NC;1.93;0;34.59
47.500832795, -0.42658307;"{""coordinates"": [[-0.42642149, 47.50082728], [-0.42674465, 47.50083831]], ""type"": ""LineString""}";1065448;C;CANALISATION;300;NC;24.38;34.5;0
47.50019213500001, -0.43333592499999996;"{""coordinates"": [[-0.4331759, 47.50023637], [-0.43349595, 47.5001479]], ""type"": ""LineString""}";1065449;C;CANALISATION;300;NC;24.71;36.03;0
47.495096265, -0.432289275;"{""coordinates"": [[-0.43228865, 47.49510817], [-0.4322899, 47.49508436]], ""type"": ""LineString""}";1065451;C;CANALISATION;0;NC;2.56;0;34.286
47.496133645, -0.42512108;"{""coordinates"": [[-0.42510451, 47.49614449], [-0.42513765, 47.4961228]], ""type"": ""LineString""}";1065452;C;CANALISATION;250;NC;3.48;0;0
47.49394555, -0.43902862;"{""coordinates"": [[-0.43902512, 47.49397145], [-0.43903212, 47.49391965]], ""type"": ""LineString""}";1065454;C;CANALISATION;0;NC;5.78;0;30.35
47.49386292, -0.439186595;"{""coordinates"": [[-0.43921982, 47.49386418], [-0.43915337, 47.49386166]], ""type"": ""LineString""}";1065455;C;CANALISATION;0;NC;5.01;0;0
47.493990350000004, -0.43994303500000004;"{""coordinates"": [[-0.43991634, 47.49401811], [-0.43996973, 47.49396259]], ""type"": ""LineString""}";1065456;C;CANALISATION;0;NC;7.37;0;30.19
47.49615661, -0.42507227999999997;"{""coordinates"": [[-0.42504005, 47.49616873], [-0.42510451, 47.49614449]], ""type"": ""LineString""}";1065457;C;CANALISATION;250;NC;5.55;0;0
47.496207205000005, -0.424994975;"{""coordinates"": [[-0.4249499, 47.49624568], [-0.42504005, 47.49616873]], ""type"": ""LineString""}";1065458;C;CANALISATION;250;NC;10.92;35.58;0
47.496057581317295, -0.42452141155030504;"{""coordinates"": [[-0.42473939, 47.49608608], [-0.42453642, 47.4960288], [-0.42430249, 47.49608661]], ""type"": ""LineString""}";1065459;C;CANALISATION;315;PVC;35.83;35.75;35.18
47.496036685, -0.42453327500000004;"{""coordinates"": [[-0.42453642, 47.4960288], [-0.42453013, 47.49604457]], ""type"": ""LineString""}";1065460;C;CANALISATION;0;NC;1.81;0;0
47.496259555, -0.42493744499999997;"{""coordinates"": [[-0.42492499, 47.49627343], [-0.4249499, 47.49624568]], ""type"": ""LineString""}";1065462;C;CANALISATION;250;NC;3.62;0;35.58
47.493967295000004, -0.43992959;"{""coordinates"": [[-0.43992649, 47.49396766], [-0.43993269, 47.49396693]], ""type"": ""LineString""}";1065463;C;CANALISATION;0;NC;0.48;0;0
47.49494585771644, -0.4370910118713616;"{""coordinates"": [[-0.43713221, 47.49541513], [-0.43698391, 47.49472331], [-0.43733097, 47.49467103]], ""type"": ""LineString""}";1065464;C;CANALISATION;1000;BETON;104.02;0;30.002
47.502572895, -0.43268204499999996;"{""coordinates"": [[-0.43294687, 47.5026841], [-0.43241722, 47.50246169]], ""type"": ""LineString""}";1065465;C;CANALISATION;100;PVC;46.94;34.9;0
47.502322415, -0.43209877;"{""coordinates"": [[-0.43235938, 47.5024364], [-0.43183816, 47.50220843]], ""type"": ""LineString""}";1065466;C;CANALISATION;300;NC;46.74;34.72;34.59
47.501850135, -0.43101673;"{""coordinates"": [[-0.43079517, 47.50175034], [-0.43123829, 47.50194993]], ""type"": ""LineString""}";1065467;C;CANALISATION;400;NC;40.1;0;34.82
47.50127026, -0.43110505;"{""coordinates"": [[-0.4312351, 47.50117132], [-0.430975, 47.5013692]], ""type"": ""LineString""}";1065468;C;CANALISATION;400;NC;29.46;35.04;34.99
47.50105078, -0.431431645;"{""coordinates"": [[-0.43162819, 47.50093024], [-0.4312351, 47.50117132]], ""type"": ""LineString""}";1065469;C;CANALISATION;400;NC;39.94;35.21;35.04
47.50090381, -0.4316162500000001;"{""coordinates"": [[-0.43160431, 47.50087738], [-0.43162819, 47.50093024]], ""type"": ""LineString""}";1065470;C;CANALISATION;300;NC;6.15;35.39;35.41
47.50078501, -0.431667755;"{""coordinates"": [[-0.43171908, 47.50073739], [-0.43161643, 47.50083263]], ""type"": ""LineString""}";1065471;C;CANALISATION;300;NC;13.11;0;0
