Geo Point;Geo Shape;GID;MATERIAU;DATEPOSE;ECOUNORM;ZAMONT;ZAVAL;EXPLOIT;LONGUEUR;DIAMETRE;NUMERO
47.4508676418, -0.6132086489499999;"{""coordinates"": [[-0.6133442611, 47.4506424252], [-0.6130730368, 47.4510928584]], ""type"": ""LineString""}";39133;PVC;20101101000000;GRAVITAIRE;54.2;53.43;NON PRIS GESTION;54.09;200;682189
47.5424792907, -0.5703361899499999;"{""coordinates"": [[-0.570388775, 47.5426914224], [-0.5702836049, 47.542267159]], ""type"": ""LineString""}";35482;PVC;20071201000000;GRAVITAIRE;0;26.61;NON PRIS GESTION;53.03;200;637122
47.5421594629, -0.5689904815;"{""coordinates"": [[-0.5693165412, 47.542161508], [-0.5686644218, 47.5421574178]], ""type"": ""LineString""}";35487;PVC;20070301000000;GRAVITAIRE;25.45;23.26;NON PRIS GESTION;49.73;200;637131
47.4455079168, -0.46326228869999997;"{""coordinates"": [[-0.4632374656, 47.445384725], [-0.4632871118, 47.4456311086]], ""type"": ""LineString""}";42181;AC;19500101000000;GRAVITAIRE;0;18.97;ANGERS LOIRE METROPOLE;27.65;150;712458
47.46031840335, -0.6044474316;"{""coordinates"": [[-0.6047520237, 47.4603977662], [-0.6041428395, 47.4602390405]], ""type"": ""LineString""}";26919;AC;19800101000000;GRAVITAIRE;47.27;45.86;ANGERS LOIRE METROPOLE;49.2;200;162762
47.464658076250004, -0.6003389741;"{""coordinates"": [[-0.6004599318, 47.4646393566], [-0.6002180164, 47.4646767959]], ""type"": ""LineString""}";27593;AC;19820101000000;GRAVITAIRE;30.03;27.88;ANGERS LOIRE METROPOLE;18.71;200;163436
47.45850448065, -0.47623468089999993;"{""coordinates"": [[-0.4762196293, 47.4587683397], [-0.4762497325, 47.4582406216]], ""type"": ""LineString""}";35235;PVC;20091201000000;GRAVITAIRE;35.68;35.12;NON PRIS GESTION;58.71;200;634827
47.45431554955, -0.55631264175;"{""coordinates"": [[-0.556190605, 47.4544131336], [-0.5564346785, 47.4542179655]], ""type"": ""LineString""}";26334;AC;19720101000000;GRAVITAIRE;29.28;0;ANGERS LOIRE METROPOLE;28.45;200;162177
47.4744457845, -0.5514480089;"{""coordinates"": [[-0.5513459612, 47.4743229104], [-0.5515500566, 47.4745686586]], ""type"": ""LineString""}";25559;AC;19500101000000;GRAVITAIRE;18.74;0;ANGERS LOIRE METROPOLE;31.35;150;161402
47.5601925909, -0.6689123837;"{""coordinates"": [[-0.6690360954, 47.5603673605], [-0.668788672, 47.5600178213]], ""type"": ""LineString""}";17048;PVC;19980501000000;GRAVITAIRE;55.59;55.41;NON PRIS GESTION;43.09;200;152891
47.43068505905, -0.70355135915;"{""coordinates"": [[-0.7033375259, 47.4306149756], [-0.7037651924, 47.4307551425]], ""type"": ""LineString""}";14435;AC;19770401000000;GRAVITAIRE;69.09;0;ANGERS LOIRE METROPOLE;35.83;150;150278
47.479189109850005, -0.63876915445;"{""coordinates"": [[-0.6385939942, 47.4790384901], [-0.6389443147, 47.4793397296]], ""type"": ""LineString""}";34413;PVC;20110201000000;GRAVITAIRE;53.46;53.17;NON PRIS GESTION;42.65;200;629703
47.47985648995, -0.63881610695;"{""coordinates"": [[-0.6391000332, 47.4796639396], [-0.6385321807, 47.4800490403]], ""type"": ""LineString""}";34415;PVC;20110201000000;GRAVITAIRE;52.86;51.56;NON PRIS GESTION;60.54;200;629706
47.457910929449994, -0.55618696925;"{""coordinates"": [[-0.5561753631, 47.4579398303], [-0.5561985754, 47.4578820286]], ""type"": ""LineString""}";32782;PVC;20110901000000;GRAVITAIRE;37.52;37.38;ANGERS LOIRE METROPOLE;6.66;160;618661
47.46036894795, -0.5520807555;"{""coordinates"": [[-0.5521204597, 47.4605645124], [-0.5520410513, 47.4601733835]], ""type"": ""LineString""}";32544;PVC;20110601000000;GRAVITAIRE;37.72;37.12;ANGERS LOIRE METROPOLE;43.89;200;618102
47.4172322277, -0.53074191325;"{""coordinates"": [[-0.5309832253, 47.4171953521], [-0.5305006012, 47.4172691033]], ""type"": ""LineString""}";23990;PVC;19990801000000;GRAVITAIRE;20.04;19.9;ANGERS LOIRE METROPOLE;37.33;200;159833
47.4880626957, -0.49796894030000005;"{""coordinates"": [[-0.4981529233, 47.4883026126], [-0.4977849573, 47.4878227788]], ""type"": ""LineString""}";23479;PVC;19960101000000;GRAVITAIRE;32.22;31.96;ANGERS LOIRE METROPOLE;60.12;200;159322
47.5195623158, -0.4680121993;"{""coordinates"": [[-0.467847545, 47.519681557], [-0.4681768536, 47.5194430746]], ""type"": ""LineString""}";1415;PVC;19971101000000;GRAVITAIRE;36.98;36.81;ANGERS LOIRE METROPOLE;36.31;160;137258
47.51810614515, -0.61043752955;"{""coordinates"": [[-0.6102853585, 47.5180878934], [-0.6105897006, 47.5181243969]], ""type"": ""LineString""}";23696;PVC;19860101000000;GRAVITAIRE;54.18;54.1;NON PRIS GESTION;23.28;200;159539
47.44510786115, -0.5057492119;"{""coordinates"": [[-0.5055973736, 47.4450344993], [-0.5059010502, 47.445181223]], ""type"": ""LineString""}";38810;PVC;20121201000000;GRAVITAIRE;23.73;23.52;ANGERS LOIRE METROPOLE;28.12;200;677145
47.497155804, -0.5915972094999999;"{""coordinates"": [[-0.5917240661, 47.4970935571], [-0.5914703529, 47.4972180509]], ""type"": ""LineString""}";8122;PVC;19860701000000;GRAVITAIRE;45.52;45.49;ANGERS LOIRE METROPOLE;23.6;200;143965
47.396540507750004, -0.5330405410000001;"{""coordinates"": [[-0.5330139817, 47.3962795681], [-0.5330671003, 47.3968014474]], ""type"": ""LineString""}";7324;PVC;19930701000000;GRAVITAIRE;51.97;49.1;ANGERS LOIRE METROPOLE;58.16;200;143167
47.579578394950005, -0.54567744015;"{""coordinates"": [[-0.5456943872, 47.5798007642], [-0.5456604931, 47.5793560257]], ""type"": ""LineString""}";33407;AC;19781101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;49.51;150;625073
47.579177613249996, -0.54575899565;"{""coordinates"": [[-0.5458574982, 47.5789992008], [-0.5456604931, 47.5793560257]], ""type"": ""LineString""}";33408;AC;19781101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;42.35;150;625075
47.4860239491, -0.51486186535;"{""coordinates"": [[-0.5145863688, 47.4861682474], [-0.5151373619, 47.4858796508]], ""type"": ""LineString""}";18505;PVC;19961101000000;GRAVITAIRE;44.44;44.15;ANGERS LOIRE METROPOLE;52.47;200;154348
47.456755508, -0.5358828610499999;"{""coordinates"": [[-0.5356886503, 47.4568833277], [-0.5360770718, 47.4566276883]], ""type"": ""LineString""}";1564;AC;19860301000000;GRAVITAIRE;40.96;40.78;PRIVEE;40.81;200;137407
47.49366703895, -0.57824919985;"{""coordinates"": [[-0.5784116631, 47.4938765765], [-0.5780867366, 47.4934575014]], ""type"": ""LineString""}";36784;PVC;20080104000000;GRAVITAIRE;0;0;NON PRIS GESTION;52.63;200;650766
47.3640231709, -0.52044364175;"{""coordinates"": [[-0.5201728985, 47.364124412], [-0.520714385, 47.3639219298]], ""type"": ""LineString""}";19330;PVC;19910101000000;GRAVITAIRE;0;42.09;ANGERS LOIRE METROPOLE;46.69;200;155173
47.52053957335, -0.43691992040000005;"{""coordinates"": [[-0.4369253269, 47.5205337854], [-0.4369145139, 47.5205453613]], ""type"": ""LineString""}";19339;AC;19500101000000;GRAVITAIRE;0;34.78;ANGERS LOIRE METROPOLE;1.52;150;155182
47.45229219135, -0.53686673935;"{""coordinates"": [[-0.536826876, 47.4523743149], [-0.5369066027, 47.4522100678]], ""type"": ""LineString""}";7099;PVC;19920101000000;GRAVITAIRE;35.56;35.37;NON PRIS GESTION;19.22;200;142942
47.44383313765, -0.5668827465499999;"{""coordinates"": [[-0.5671190533, 47.4439386124], [-0.5666464398, 47.4437276629]], ""type"": ""LineString""}";15309;AC;19710101000000;GRAVITAIRE;30.65;30.13;ANGERS LOIRE METROPOLE;42.67;200;151152
47.47865369905, -0.6754318388;"{""coordinates"": [[-0.6754815309, 47.4786405012], [-0.6753821467, 47.4786668969]], ""type"": ""LineString""}";34846;PVC;20100101000000;GRAVITAIRE;56.89;56.79;ANGERS LOIRE METROPOLE;8.04;200;630606
47.4788499369, -0.67446059825;"{""coordinates"": [[-0.6747482552, 47.4787140861], [-0.6741729413, 47.4789857877]], ""type"": ""LineString""}";34843;PVC;20100101000000;GRAVITAIRE;56.56;56.36;NON PRIS GESTION;52.85;200;630602
47.579113800900004, -0.5529093002500001;"{""coordinates"": [[-0.5528886559, 47.5791531963], [-0.5529299446, 47.5790744055]], ""type"": ""LineString""}";33355;AC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;9.29;150;624969
47.48136356555, -0.67177425775;"{""coordinates"": [[-0.6720263034, 47.4811696483], [-0.6715222121, 47.4815574828]], ""type"": ""LineString""}";34372;PVC;20100101000000;GRAVITAIRE;57.76;56.67;NON PRIS GESTION;57.47;200;629582
47.4857940984, -0.5754816557;"{""coordinates"": [[-0.5753819866, 47.4859738469], [-0.5755813248, 47.4856143499]], ""type"": ""LineString""}";26562;AC;19500101000000;GRAVITAIRE;47.04;46.93;ANGERS LOIRE METROPOLE;42.7;200;162405
47.449206089, -0.6014159165;"{""coordinates"": [[-0.6015365861, 47.4493441437], [-0.6012952469, 47.4490680343]], ""type"": ""LineString""}";28556;AC;19800101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;35.69;150;164399
47.451810413100006, -0.6124953362500001;"{""coordinates"": [[-0.6125788744, 47.4516929007], [-0.6124117981, 47.4519279255]], ""type"": ""LineString""}";39130;PVC;20101101000000;GRAVITAIRE;50.27;50.14;NON PRIS GESTION;29.01;200;682183
47.467436026, -0.5046680572;"{""coordinates"": [[-0.5041118202, 47.4674147795], [-0.5052242942, 47.4674572725]], ""type"": ""LineString""}";38444;PVC;20111101000000;GRAVITAIRE;42.14;41.57;NON PRIS GESTION;84;200;673224
47.4675183234, -0.5060410925000001;"{""coordinates"": [[-0.50597395, 47.4676376383], [-0.506108235, 47.4673990085]], ""type"": ""LineString""}";38447;PVC;20111101000000;GRAVITAIRE;41.26;40.98;NON PRIS GESTION;28.4;200;673230
47.43491701274999, -0.50731492045;"{""coordinates"": [[-0.5069254613, 47.4350228533], [-0.5077043796, 47.4348111722]], ""type"": ""LineString""}";34183;PVC;20081001000000;GRAVITAIRE;16.71;16.32;ANGERS LOIRE METROPOLE;63.29;200;628131
47.57781587315, -0.55418827605;"{""coordinates"": [[-0.554244165, 47.5776691495], [-0.5541323871, 47.5779625968]], ""type"": ""LineString""}";33341;PVC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;33.69;160;624940
47.5788762168, -0.5553689934;"{""coordinates"": [[-0.5557491003, 47.5789496224], [-0.5549888865, 47.5788028112]], ""type"": ""LineString""}";33344;PVC;19500101000000;GRAVITAIRE;57.85;57.51;ANGERS LOIRE METROPOLE;59.47;160;624948
47.4597876724, -0.55203429845;"{""coordinates"": [[-0.5520916811, 47.4597831154], [-0.5519769158, 47.4597922294]], ""type"": ""LineString""}";32547;PVC;20110601000000;GRAVITAIRE;36.94;36.68;ANGERS LOIRE METROPOLE;8.71;200;618107
47.44335308075, -0.48234688029999995;"{""coordinates"": [[-0.4823093448, 47.443500211], [-0.4823844158, 47.4432059505]], ""type"": ""LineString""}";28443;AC;19820801000000;GRAVITAIRE;19.16;19.1;ANGERS LOIRE METROPOLE;33.2;150;164286
47.55665857715, -0.42598863665;"{""coordinates"": [[-0.4262190396, 47.5567035206], [-0.4257582337, 47.5566136337]], ""type"": ""LineString""}";792;AC_REHAB;19760101000000;GRAVITAIRE;30.15;28.84;ANGERS LOIRE METROPOLE;36.09;150;136635
47.558544916100004, -0.4269146674;"{""coordinates"": [[-0.4271408004, 47.5585452834], [-0.4266885344, 47.5585445488]], ""type"": ""LineString""}";1002;AC;19760101000000;GRAVITAIRE;35.51;34.38;ANGERS LOIRE METROPOLE;34.04;150;136845
47.50106200565, -0.37691225615;"{""coordinates"": [[-0.3768248735, 47.5013036838], [-0.3769996388, 47.5008203275]], ""type"": ""LineString""}";32461;PVC;20101201000000;GRAVITAIRE;40.19;38.93;ANGERS LOIRE METROPOLE;55.33;200;617287
47.457764125349996, -0.47625922605;"{""coordinates"": [[-0.4762558404, 47.4579283664], [-0.4762626117, 47.4575998843]], ""type"": ""LineString""}";35237;PVC;20091201000000;GRAVITAIRE;34.53;33.9;NON PRIS GESTION;36.52;200;634829
47.4853609812, -0.582079544;"{""coordinates"": [[-0.5820512377, 47.4854916555], [-0.5821078503, 47.4852303069]], ""type"": ""LineString""}";17905;PVC;19950701000000;GRAVITAIRE;46.99;46.68;NON PRIS GESTION;29.37;200;153748
47.40119175464999, -0.5227456477000001;"{""coordinates"": [[-0.5229383316, 47.4012416038], [-0.5225529638, 47.4011419055]], ""type"": ""LineString""}";29864;PVC;19870101000000;GRAVITAIRE;27.5;27.31;ANGERS LOIRE METROPOLE;31.13;200;165707
47.4592695429, -0.65867368205;"{""coordinates"": [[-0.6586757137, 47.4593057676], [-0.6586716504, 47.4592333182]], ""type"": ""LineString""}";29321;PVC;19870301000000;GRAVITAIRE;68.15;68.09;ANGERS LOIRE METROPOLE;8.06;200;165164
47.4534994215, -0.52638022215;"{""coordinates"": [[-0.5265889956, 47.4536257178], [-0.5261714487, 47.4533731252]], ""type"": ""LineString""}";22075;AC;19790301000000;GRAVITAIRE;37.3;36.75;ANGERS LOIRE METROPOLE;42.19;200;157918
47.4874825072, -0.5911582101999999;"{""coordinates"": [[-0.5911656012, 47.4874101529], [-0.5911508192, 47.4875548615]], ""type"": ""LineString""}";684;AC;19500101000000;GRAVITAIRE;41.79;41.39;ANGERS LOIRE METROPOLE;16.13;150;136527
47.49255422784999, -0.57956497735;"{""coordinates"": [[-0.5797810345, 47.4928275635], [-0.5793489202, 47.4922808922]], ""type"": ""LineString""}";2278;PVC;20031101000000;GRAVITAIRE;51.28;50.93;ANGERS LOIRE METROPOLE;68.95;200;138121
47.341778135300004, -0.52379325395;"{""coordinates"": [[-0.524186918, 47.3417685223], [-0.5233995899, 47.3417877483]], ""type"": ""LineString""}";31455;PVC;19990101000000;GRAVITAIRE;86.47;85.29;ANGERS LOIRE METROPOLE;59.53;200;612770
47.522283111899995, -0.44360359625;"{""coordinates"": [[-0.443745083, 47.5222441881], [-0.4434621095, 47.5223220357]], ""type"": ""LineString""}";6151;PVC;19921201000000;GRAVITAIRE;37.72;37.56;ANGERS LOIRE METROPOLE;23;160;141994
47.57901969945, -0.54826523375;"{""coordinates"": [[-0.5482152924, 47.5791263504], [-0.5483151751, 47.5789130485]], ""type"": ""LineString""}";33380;AC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;24.88;150;625021
47.439102650449996, -0.49015117280000003;"{""coordinates"": [[-0.4899726794, 47.4391491521], [-0.4903296662, 47.4390561488]], ""type"": ""LineString""}";20149;PVC;19960401000000;GRAVITAIRE;19.86;19.77;ANGERS LOIRE METROPOLE;28.84;200;155992
47.4459871204, -0.5757273763;"{""coordinates"": [[-0.5759509856, 47.4457241986], [-0.575503767, 47.4462500422]], ""type"": ""LineString""}";39503;PVC;19500101000000;GRAVITAIRE;0;39.24;ANGERS LOIRE METROPOLE;67.49;200;686782
47.441705123649996, -0.49742293390000003;"{""coordinates"": [[-0.4975840388, 47.4415990816], [-0.497261829, 47.4418111657]], ""type"": ""LineString""}";25134;AC;19960601000000;GRAVITAIRE;23.51;23.11;ANGERS LOIRE METROPOLE;33.86;200;160977
47.50319994115, -0.3763284896;"{""coordinates"": [[-0.3762695585, 47.503158088], [-0.3763874207, 47.5032417943]], ""type"": ""LineString""}";32464;PVC;20101201000000;GRAVITAIRE;43.35;43.1;ANGERS LOIRE METROPOLE;12.86;200;617293
47.5341550496, -0.6193526941;"{""coordinates"": [[-0.6194887733, 47.5341004548], [-0.6192166149, 47.5342096444]], ""type"": ""LineString""}";422;PVC;19911201000000;GRAVITAIRE;52.58;51.87;ANGERS LOIRE METROPOLE;23.82;200;136265
47.5291160756, -0.6158450001;"{""coordinates"": [[-0.61609692, 47.5291461029], [-0.6155930802, 47.5290860483]], ""type"": ""LineString""}";577;AC;19750101000000;GRAVITAIRE;59.34;59.15;ANGERS LOIRE METROPOLE;38.52;200;136420
47.525188096899996, -0.60009712755;"{""coordinates"": [[-0.5999779566, 47.5250932126], [-0.6002162985, 47.5252829812]], ""type"": ""LineString""}";3625;AC;19810101000000;GRAVITAIRE;36.84;36.38;ANGERS LOIRE METROPOLE;27.7;200;139468
47.487534742799994, -0.48991244505000003;"{""coordinates"": [[-0.4899012753, 47.4874446824], [-0.4899236148, 47.4876248032]], ""type"": ""LineString""}";7476;PVC;20031001000000;GRAVITAIRE;25.91;25.78;ANGERS LOIRE METROPOLE;20.1;200;143319
47.46954025395, -0.54734128665;"{""coordinates"": [[-0.5475787608, 47.4696382608], [-0.5471038125, 47.4694422471]], ""type"": ""LineString""}";32683;PVC;20110501000000;GRAVITAIRE;41.89;41.39;ANGERS LOIRE METROPOLE;41.91;200;618389
47.528388538049995, -0.5285230382499999;"{""coordinates"": [[-0.5285286465, 47.5284418497], [-0.52851743, 47.5283352264]], ""type"": ""LineString""}";32862;PVC;20110401000000;GRAVITAIRE;19.58;19.39;ANGERS LOIRE METROPOLE;11.88;160;618868
47.42210718315, -0.60846177965;"{""coordinates"": [[-0.6085130465, 47.4222007577], [-0.6084105128, 47.4220136086]], ""type"": ""LineString""}";32344;PVC;20091201000000;GRAVITAIRE;18.32;16.88;ANGERS LOIRE METROPOLE;22.2;200;616992
47.422271302750005, -0.6094442643;"{""coordinates"": [[-0.6093798697, 47.4224473763], [-0.6095086589, 47.4220952292]], ""type"": ""LineString""}";32348;PVC;20091201000000;GRAVITAIRE;22.07;19.25;ANGERS LOIRE METROPOLE;40.34;200;616999
47.4578553224, -0.5229607856;"{""coordinates"": [[-0.5228250976, 47.457811202], [-0.5230964736, 47.4578994428]], ""type"": ""LineString""}";12929;AC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;22.69;200;148772
47.425701817749996, -0.5562461201;"{""coordinates"": [[-0.5562643091, 47.4256841489], [-0.5562279311, 47.4257194866]], ""type"": ""LineString""}";26489;AC;19750401000000;GRAVITAIRE;0;26.29;ANGERS LOIRE METROPOLE;4.79;150;162332
47.40767918014999, -0.6267555001;"{""coordinates"": [[-0.6267564472, 47.4078825668], [-0.626754553, 47.4074757935]], ""type"": ""LineString""}";21583;PVC;19960401000000;GRAVITAIRE;36.79;34.74;ANGERS LOIRE METROPOLE;45.22;200;157426
47.50188509855, -0.4371405031;"{""coordinates"": [[-0.437197543, 47.5019769926], [-0.4370834632, 47.5017932045]], ""type"": ""LineString""}";17600;PVC;20010901000000;GRAVITAIRE;34.07;33.8;ANGERS LOIRE METROPOLE;22.17;200;153443
47.49540536255, -0.43402021675;"{""coordinates"": [[-0.4336207293, 47.4953712755], [-0.4344197042, 47.4954394496]], ""type"": ""LineString""}";20723;AC;19790101000000;GRAVITAIRE;32.1;31.82;ANGERS LOIRE METROPOLE;60.68;200;156566
47.47651196975, -0.60810436995;"{""coordinates"": [[-0.6079839408, 47.4765388292], [-0.6082247991, 47.4764851103]], ""type"": ""LineString""}";24213;PVC;19860301000000;GRAVITAIRE;47.55;47.44;ANGERS LOIRE METROPOLE;19.11;200;160056
47.529519747600006, -0.5664125436;"{""coordinates"": [[-0.5665314424, 47.5296044537], [-0.5662936448, 47.5294350415]], ""type"": ""LineString""}";27561;AC;19790301000000;GRAVITAIRE;19.95;19.85;ANGERS LOIRE METROPOLE;25.99;200;163404
47.5326708267, -0.5294043706;"{""coordinates"": [[-0.5290330149, 47.5327322714], [-0.5297757263, 47.532609382]], ""type"": ""LineString""}";1449;AC;19850101000000;GRAVITAIRE;23.13;22.54;ANGERS LOIRE METROPOLE;57.57;200;137292
47.49916498625, -0.51130746435;"{""coordinates"": [[-0.5111675926, 47.4993160454], [-0.5114473361, 47.4990139271]], ""type"": ""LineString""}";1581;PVC;20030901000000;GRAVITAIRE;40.43;40.29;ANGERS LOIRE METROPOLE;39.65;200;137424
47.53012594045, -0.5665527609500001;"{""coordinates"": [[-0.5664747255, 47.5301961487], [-0.5666307964, 47.5300557322]], ""type"": ""LineString""}";601;AC;19790301000000;GRAVITAIRE;25.23;23.78;ANGERS LOIRE METROPOLE;19.54;150;136444
47.54154657405, -0.56774141865;"{""coordinates"": [[-0.5678243276, 47.5415436104], [-0.5676585097, 47.5415495377]], ""type"": ""LineString""}";14171;PVC;19920301000000;GRAVITAIRE;20.82;20.09;NON PRIS GESTION;12.5;200;150014
47.46104152185, -0.6651616392999999;"{""coordinates"": [[-0.6652242039, 47.4610813174], [-0.6650990747, 47.4610017263]], ""type"": ""LineString""}";6059;PVC;19910801000000;GRAVITAIRE;68.01;67.14;ANGERS LOIRE METROPOLE;12.93;200;141902
47.46243749195, -0.6659753107499999;"{""coordinates"": [[-0.6660493547, 47.4623377539], [-0.6659012668, 47.46253723]], ""type"": ""LineString""}";18743;PVC;19950401000000;GRAVITAIRE;65.82;65.61;ANGERS LOIRE METROPOLE;24.83;200;154586
47.46096708275, -0.65935650605;"{""coordinates"": [[-0.6591537856, 47.4609039927], [-0.6595592265, 47.4610301728]], ""type"": ""LineString""}";23264;AC;19820701000000;GRAVITAIRE;65.53;65.4;ANGERS LOIRE METROPOLE;33.63;250;159107
47.578529829649995, -0.5435198056;"{""coordinates"": [[-0.5433975071, 47.5786828129], [-0.5436421041, 47.5783768464]], ""type"": ""LineString""}";33419;PVC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;38.67;200;625097
47.45577309625, -0.6679863441;"{""coordinates"": [[-0.6679043763, 47.4558290546], [-0.6680683119, 47.4557171379]], ""type"": ""LineString""}";34202;PVC;20080101000000;GRAVITAIRE;66.99;66.66;NON PRIS GESTION;17.54;200;628141
47.52841920675, -0.74454224685;"{""coordinates"": [[-0.7444190366, 47.5286032987], [-0.7446654571, 47.5282351148]], ""type"": ""LineString""}";34242;PVC;20110801000000;GRAVITAIRE;64.74;63.31;ANGERS LOIRE METROPOLE;44.94;200;628433
47.57933686755, -0.5454864904;"{""coordinates"": [[-0.5456604931, 47.5793560257], [-0.5453124877, 47.5793177094]], ""type"": ""LineString""}";33406;AC;19781101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;26.52;150;625071
47.524835606799996, -0.6007018414;"{""coordinates"": [[-0.6009166669, 47.5248846052], [-0.6004870159, 47.5247866084]], ""type"": ""LineString""}";2502;AC;19790101000000;GRAVITAIRE;39.74;38.8;ANGERS LOIRE METROPOLE;34.14;200;138345
47.44933728335, -0.59673837855;"{""coordinates"": [[-0.5968307159, 47.4494805477], [-0.5966460412, 47.449194019]], ""type"": ""LineString""}";6542;AC;19700101000000;GRAVITAIRE;0;38.63;ANGERS LOIRE METROPOLE;34.77;150;142385
47.46642529215, -0.5553639633;"{""coordinates"": [[-0.5553603766, 47.4664222962], [-0.55536755, 47.4664282881]], ""type"": ""LineString""}";30032;AC;19500101000000;GRAVITAIRE;0;42.93;ANGERS LOIRE METROPOLE;0.86;150;165875
47.5770906346, -0.54676476115;"{""coordinates"": [[-0.5470076532, 47.5771341949], [-0.5465218691, 47.5770470743]], ""type"": ""LineString""}";33376;PVC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;37.81;160;625015
47.5159796453, -0.6678643627;"{""coordinates"": [[-0.667817357, 47.5157814148], [-0.6679113684, 47.5161778758]], ""type"": ""LineString""}";39984;PVC;20131101000000;GRAVITAIRE;35.66;35.36;ANGERS LOIRE METROPOLE;44.64;200;691943
47.45129028155, -0.6097968998000001;"{""coordinates"": [[-0.6097341535, 47.4513690525], [-0.6098596461, 47.4512115106]], ""type"": ""LineString""}";11803;AC;19811101000000;GRAVITAIRE;62.76;61.66;ANGERS LOIRE METROPOLE;19.91;150;147646
47.51997522645, -0.46561229915;"{""coordinates"": [[-0.4654749185, 47.520004466], [-0.4657496798, 47.5199459869]], ""type"": ""LineString""}";18180;PVC;19880101000000;GRAVITAIRE;36.88;35.11;ANGERS LOIRE METROPOLE;21.69;200;154023
47.47579078045, -0.628592849;"{""coordinates"": [[-0.6286723553, 47.4759464465], [-0.6285133427, 47.4756351144]], ""type"": ""LineString""}";18494;AC;19800101000000;GRAVITAIRE;46.71;46.04;ANGERS LOIRE METROPOLE;36.63;200;154337
47.438700204300005, -0.50783254545;"{""coordinates"": [[-0.5078892655, 47.4386919521], [-0.5077758254, 47.4387084565]], ""type"": ""LineString""}";18814;PVC;19840601000000;GRAVITAIRE;24.19;23.61;ANGERS LOIRE METROPOLE;8.75;160;154657
47.436376034649996, -0.52456223525;"{""coordinates"": [[-0.5248005508, 47.4364186376], [-0.5243239197, 47.4363334317]], ""type"": ""LineString""}";25731;AC;19650501000000;GRAVITAIRE;19.07;18.68;ANGERS LOIRE METROPOLE;37.18;200;161574
47.43871591245, -0.5076593988;"{""coordinates"": [[-0.5076705358, 47.4387318261], [-0.5076482618, 47.4386999988]], ""type"": ""LineString""}";25177;PVC;19840601000000;GRAVITAIRE;23.56;23.39;ANGERS LOIRE METROPOLE;3.92;160;161020
47.51841475535, -0.6138803390500001;"{""coordinates"": [[-0.6136979147, 47.5185465208], [-0.6140627634, 47.5182829899]], ""type"": ""LineString""}";8426;AC;19740201000000;GRAVITAIRE;52.14;51.8;ANGERS LOIRE METROPOLE;40.17;200;144269
47.49306598244999, -0.58634293285;"{""coordinates"": [[-0.5863593724, 47.4931519579], [-0.5863264933, 47.492980007]], ""type"": ""LineString""}";16874;AC;19650101000000;GRAVITAIRE;45.05;44.72;ANGERS LOIRE METROPOLE;19.28;150;152717
47.52355600695, -0.4657345909;"{""coordinates"": [[-0.4655905412, 47.5235921539], [-0.4658786406, 47.52351986]], ""type"": ""LineString""}";21969;PVC;19920101000000;GRAVITAIRE;37.9;37.8;ANGERS LOIRE METROPOLE;23.14;200;157812
47.51825378984999, -0.6678166851;"{""coordinates"": [[-0.6678530851, 47.5181276054], [-0.6677802851, 47.5183799743]], ""type"": ""LineString""}";39990;F;20131101000000;GRAVITAIRE;31.43;31.38;ANGERS LOIRE METROPOLE;28.59;200;691953
47.59162694935, -0.5560099208;"{""coordinates"": [[-0.5560140301, 47.5917406761], [-0.5560058115, 47.5915132226]], ""type"": ""LineString""}";33536;PVC;19780401000000;GRAVITAIRE;34.49;33.8;ANGERS LOIRE METROPOLE;25.3;160;625395
47.497457884750006, -0.5834273560000001;"{""coordinates"": [[-0.5832321925, 47.4972092543], [-0.5836225195, 47.4977065152]], ""type"": ""LineString""}";29647;PVC;20060101000000;GRAVITAIRE;51.43;50.28;ANGERS LOIRE METROPOLE;62.62;200;165490
47.46351045555, -0.5480855738999999;"{""coordinates"": [[-0.548179432, 47.4636632075], [-0.5479917158, 47.4633577036]], ""type"": ""LineString""}";18585;AC;19691001000000;GRAVITAIRE;42.1;41.62;ANGERS LOIRE METROPOLE;36.79;150;154428
47.4604261129, -0.55379398465;"{""coordinates"": [[-0.5540033358, 47.4604088628], [-0.5535846335, 47.460443363]], ""type"": ""LineString""}";17750;AC;19720401000000;GRAVITAIRE;39.09;38.67;ANGERS LOIRE METROPOLE;31.8;150;153593
47.50381584785, -0.5926254318999999;"{""coordinates"": [[-0.592650347, 47.5039993002], [-0.5926005168, 47.5036323955]], ""type"": ""LineString""}";23038;AC;19710101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;40.96;150;158881
